"vin","year","make","model","used_or_new","price","sellertype","sellername","zipcode","dealtype","drivetrain","transmission","engine","mileage","difference","percentage_of_difference"
"4S3GKAA68H3601314",2017,"Subaru","Impreza 2.0i","Used",16823.00,"Dealer","North Imports",55337,"Great","All-wheel Drive","CVT 7-Speed","4 Cylinder Engine",40060,NULL,NULL
"19XFC2F87KE012943",2019,"Honda","Civic Sport","Honda Certified",26667.00,"Dealer","Buerkle Hyundai",55110,"Good","Front-wheel Drive","Automatic CVT","2.0L I4 16V MPFI DOHC",31662,NULL,NULL
"1FAFP4445XF123008",1999,"Ford","Mustang Base","Used",4997.00,"Dealer","North Imports",55337,"NA","Rear-wheel Drive","Automatic 4-Speed","V6 Cylinder Engine",73657,NULL,NULL
"3GNAXUEV5ML379203",2021,"Chevrolet","Equinox 1LT","Used",29500.00,"Dealer","Buerkle Hyundai",55110,"Great","All-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",4637,NULL,NULL
"5J8TC2H62ML044578",2021,"Acura","RDX A-Spec","Used",46988.00,"Dealer","Barnett Chrysler Jeep Kia",55110,"Great","All-wheel Drive","10-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",6867,NULL,NULL
"1C6SRFJT2LN289777",2020,"RAM","1500 Laramie","Used",43726.00,"Dealer","Lincoln of Bloomington",55420,"Good","Four-wheel Drive","8-Speed Automatic","5.7L V8 16V MPFI OHV",51226,NULL,NULL
"5J6RW2H51KL021744",2019,"Honda","CR-V EX","Honda Certified",29999.00,"Dealer","Buerkle Hyundai",55110,"Good","All-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",39170,NULL,NULL
"3C6RR7LT5GG383572",2016,"RAM","1500 Big Horn","Used",30990.00,"Dealer","Drive Appeal Bloomington",55420,"Good","Four-wheel Drive","8-Speed Automatic","5.7L V8 16V MPFI OHV",41918,NULL,NULL
"3GNAXUEV0ML328062",2021,"Chevrolet","Equinox LT","Used",31599.00,"Dealer","Walser Polar Chevrolet",55110,"Good","All-wheel Drive","Automatic","Turbocharged Gas I4 1.5L/92",16059,NULL,NULL
"3MZBM1W76FM179896",2015,"Mazda","Mazda3 i Grand Touring","Used",19764.00,"Dealer","Lupient KIA Nissan",55445,"Good","Front-wheel Drive","6-Speed Automatic","2.0L I4 16V GDI DOHC",44513,NULL,NULL
"1FADP3F21JL270416",2018,"Ford","Focus SE","Used",14642.00,"Dealer","Mills Ford Brainerd",56425,"Good","Front-wheel Drive","6-Speed PowerShift Automatic","2.0L I4 16V GDI DOHC",89499,NULL,NULL
"2GNAXKEV1K6185841",2019,"Chevrolet","Equinox 1LT","Used",24499.00,"Dealer","West Salem Chevrolet",54669,"Great","Front-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",17346,NULL,NULL
"1GCUYGED4KZ419630",2019,"Chevrolet","Silverado 1500 LTZ","Chevrolet Certified",50495.00,"Dealer","Luther Brookdale Chevrolet",55429,"Good","Four-wheel Drive","Automatic","5.3L V8 16V GDI OHV",11272,NULL,NULL
"WBXYJ5C37JEF82529",2018,"BMW","X2 xDrive28i","Used",32490.00,"Dealer","Motorwerks BMW",55420,"Fair","All-wheel Drive","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",23234,NULL,NULL
"3FA6P0HD9LR148820",2020,"Ford","Fusion SE","Ford Certified",24999.00,"Dealer","Apple Ford Lincoln Apple Valley",55124,"Good","Front-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",30060,NULL,NULL
"3GNAXUEV5KS516059",2019,"Chevrolet","Equinox 1LT","Used",22999.00,"Dealer","Miller Chevrolet",55374,"Great","All-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",65202,NULL,NULL
"2C3CCAGG3FH892315",2015,"Chrysler","300 S","Used",15900.00,"Dealer","Metro Auto Sales",55449,"Great","All-wheel Drive","8-Speed Automatic","3.6L V6 24V MPFI DOHC",84467,NULL,NULL
"2T2BK1BA2CC147859",2012,"Lexus","RX 350 Base","Used",19999.00,"Dealer","Jaguar Land Rover Minneapolis",55426,"Good","All-wheel Drive","6-Speed Automatic","3.5L V6 24V MPFI DOHC",87652,NULL,NULL
"2T3MWRFV9KW027462",2019,"Toyota","RAV4 Hybrid LE","Toyota Certified",35995.00,"Dealer","Luther Brookdale Toyota",55429,"Good","All-wheel Drive","Automatic CVT","2.5L I4 16V PDI DOHC Hybrid",43563,NULL,NULL
"2GNAXKEV8K6306574",2019,"Chevrolet","Equinox 1LT","Chevrolet Certified",23998.00,"Dealer","Walser Buick GMC Roseville",55113,"Great","Front-wheel Drive","Automatic","Turbocharged Gas I4 1.5L/92",33507,NULL,NULL
"2C3CDZKG6KH540617",2019,"Dodge","Challenger GT","Dodge Certified",32125.00,"Dealer","Jeff Belzer Roseville CDJR",55113,"Great","All-wheel Drive","8-Speed Automatic","3.6L V6 24V MPFI DOHC",48053,NULL,NULL
"1FADP3F23GL253903",2016,"Ford","Focus SE","Used",13995.00,"Dealer","White Bear Lincoln",55110,"Good","Front-wheel Drive","Automatic","2.0L I4 16V GDI DOHC Flexible Fuel",66246,NULL,NULL
"KNMAT2MV1HP562148",2017,"Nissan","Rogue SV","Used",18398.00,"Dealer","Richfield Bloomington Honda",55423,"Great","All-wheel Drive","Automatic CVT","2.5L I4 16V MPFI DOHC",79602,NULL,NULL
"5TFDY5F12LX880623",2020,"Toyota","Tundra SR5","Toyota Certified",48995.00,"Dealer","Luther Brookdale Toyota",55429,"Good","Four-wheel Drive","6-Speed Automatic","5.7L V8 32V MPFI DOHC",35200,NULL,NULL
"WAUGFAFC7DN077877",2013,"Audi","A6 2.0T Premium Plus quattro","Used",19690.00,"Dealer","Whitaker Sports and Import Cars",55109,"Good","All-wheel Drive","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",67744,NULL,NULL
"7FARW2H84LE021438",2020,"Honda","CR-V EX-L","Honda Certified",35001.00,"Dealer","Luther Mankato Honda",56001,"Good","All-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",27358,NULL,NULL
"5GAKVBKD6HJ261498",2017,"Buick","Enclave Leather","Used",28998.00,"Dealer","Walser Chrysler Jeep Dodge RAM",55343,"Great","All-wheel Drive","Automatic","Gas V6 3.6L/217",57056,NULL,NULL
"3C6RR7LT4HG544513",2017,"RAM","1500 Big Horn","Used",27900.00,"Dealer","Drive Appeal- Eden Prairie(Indoor Showroom)",55344,"Great","Four-wheel Drive","8-Speed Automatic","5.7L V8 16V MPFI OHV",89239,NULL,NULL
"5LM5J7XC2LGL06178",2020,"Lincoln","Aviator Reserve AWD","Used",69684.00,"Dealer","Link Ford and RV Minong",54859,"Fair","All-wheel Drive","10-Speed Automatic","3.0L V6 24V GDI DOHC Twin Turbo",20605,NULL,NULL
"SALVP2BG9HH170418",2017,"Land","Rover Range Rover Evoque SE Premium","Used",30000.00,"Dealer","Luther Bloomington Hyundai",55437,"Good","Four-wheel Drive","9-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",62087,NULL,NULL
"5N1AZ2AS7LN113968",2020,"Nissan","Murano S","Used",29998.00,"Dealer","Walser Nissan Wayzata",55391,"Great","All-wheel Drive","Variable","Regular Unleaded V-6 3.5 L/213",8339,NULL,NULL
"JTJHY7AX3H4233999",2017,"Lexus","LX 570 Base","Used",70999.00,"Dealer","Lexus of Wayzata",55391,"Good","Four-wheel Drive","8-Speed Automatic","5.7L V8 32V MPFI DOHC",49877,NULL,NULL
"1FADP3N26EL423170",2014,"Ford","Focus Titanium","Used",11990.00,"Dealer","Schwieters Ford of Montevideo",56265,"Good","Front-wheel Drive","6-Speed Automatic with Auto-Shift","2.0L I4 16V GDI DOHC",92942,NULL,NULL
"7FARW2H96KE031587",2019,"Honda","CR-V Touring","Used",31495.00,"Dealer","Luther Brookdale Honda",55429,"Good","All-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",31171,NULL,NULL
"1GKKNXLS8HZ118891",2017,"GMC","Acadia Denali","Used",32991.00,"Dealer","Rosedale Chevrolet",55113,"Great","All-wheel Drive","6-Speed Automatic","3.6L V6 24V GDI DOHC",42799,NULL,NULL
"JN8AZ1MW3CW221645",2012,"Nissan","Murano S","Used",11995.00,"Dealer","Luther Nissan Kia",55077,"Good","All-wheel Drive","Automatic CVT","3.5L V6 24V MPFI DOHC",89178,NULL,NULL
"5YFEPMAE0MP242222",2021,"Toyota","Corolla LE","Toyota Certified",26485.00,"Dealer","Carlson Toyota",55448,"Fair","Front-wheel Drive","Automatic CVT","1.8L I4 16V MPFI DOHC",32965,NULL,NULL
"1FAHP2KT8DG118754",2013,"Ford","Taurus SHO","Used",19662.00,"Dealer","Rapids Honda",55448,"Fair","All-wheel Drive","6-Speed Automatic","3.5L V6 24V GDI DOHC Twin Turbo",74126,NULL,NULL
"WAUENAF4XJA204322",2018,"Audi","A4 2.0T Premium Plus","Used",32011.00,"Dealer","The Bear Lot",55112,"NA","Front-wheel Drive","7-Speed Automatic with Auto-Shift","2.0L I4 16V GDI DOHC Turbo",55319,NULL,NULL
"1GNSKHKC0JR281973",2018,"Chevrolet","Suburban LT","Used",41990.00,"Dealer","Schwieters Ford of Montevideo",56265,"Great","Four-wheel Drive","6-Speed Automatic","5.3L V8 16V GDI OHV",81752,NULL,NULL
"JM3KE4BY3G0781036",2016,"Mazda","CX-5 Sport","Used",22599.00,"Dealer","Walser Nissan Wayzata",55391,"Great","All-wheel Drive","Automatic","Regular Unleaded I-4 2.5 L/152",41888,NULL,NULL
"2T3F1RFVXKW069890",2019,"Toyota","RAV4 LE","Toyota Certified",34343.00,"Dealer","Burnsville Toyota",55306,"Good","All-wheel Drive","8-Speed Automatic","2.5L I4 16V PDI DOHC",38597,NULL,NULL
"2GNALCEK1G1151880",2016,"Chevrolet","Equinox LT","Used",13497.00,"Dealer","North Imports",55337,"Great","Front-wheel Drive","Automatic 6-Speed","4 Cylinder Engine",89244,NULL,NULL
"1GTP9EEDXMZ231132",2021,"GMC","Sierra 1500 AT4","Used",56977.00,"Dealer","Lincoln of Bloomington",55420,"Great","Four-wheel Drive","10-Speed Automatic","5.3L V8 16V GDI OHV",14093,NULL,NULL
"3GNKBHRS8KS652115",2019,"Chevrolet","Blazer TRUE NORTH PLUS","Used",37998.00,"Dealer","Walser Polar Chevrolet",55110,"Good","All-wheel Drive","Automatic","Gas V6 3.6L/",26036,NULL,NULL
"4S4BTGPD1L3255305",2020,"Subaru","Outback Touring XT","Subaru Certified",39989.00,"Dealer","Luther Bloomington Subaru",55420,"Good","All-wheel Drive","Automatic CVT","2.4L H4 16V GDI DOHC Turbo",14902,NULL,NULL
"4S4BTGKD2L3185305",2020,"Subaru","Outback Onyx Edition XT","Used",37998.00,"Dealer","Walser Subaru St. Paul",55075,"Good","All-wheel Drive","Automatic CVT","2.4L H4 16V GDI DOHC Turbo",18105,NULL,NULL
"JF2SKAGC5LH422958",2020,"Subaru","Forester Premium","Subaru Certified",29895.00,"Dealer","Subaru of Rochester",55904,"Good","All-wheel Drive","Automatic CVT","2.5L H4 16V GDI DOHC",48604,NULL,NULL
"5XYZWDLA1GG316089",2016,"Hyundai","Santa Fe Sport 2.0L Turbo","Used",20459.00,"Dealer","Dahl Automotive La Crosse",54601,"Good","All-wheel Drive","6-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",91139,NULL,NULL
"5GAEVAKW8JJ247133",2018,"Buick","Enclave Essence","Used",28975.00,"Dealer","Luther Burnsville Volkswagen",55306,"Good","All-wheel Drive","9-Speed Automatic","3.6L V6 24V GDI DOHC",82255,NULL,NULL
"KM8J3CAL6LU224565",2020,"Hyundai","Tucson Ultimate","Used",28964.00,"Dealer","Luther Bloomington Hyundai",55437,"Good","All-wheel Drive","6-Speed Automatic","2.4L I4 16V GDI DOHC",58105,NULL,NULL
"3GNAXJEV2JL410644",2018,"Chevrolet","Equinox 1LT","Chevrolet Certified",23995.00,"Dealer","Luther Brookdale Chevrolet",55429,"Good","Front-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",49761,NULL,NULL
"KNDPMCAC4H7039366",2017,"Kia","Sportage LX","Used",19999.00,"Dealer","Cornerstone Ford Chrysler",55330,"Great","All-wheel Drive","6-Speed Automatic","2.4L I4 16V GDI DOHC",53910,NULL,NULL
"1C4HJWFG1JL915737",2018,"Jeep","Wrangler JK Unlimited Rubicon","Used",42998.00,"Dealer","Walser Chrysler Jeep Dodge RAM",55343,"Fair","Four-wheel Drive","Automatic","Regular Unleaded V-6 3.6 L/220",55228,NULL,NULL
"1FTEW1EP0KFC46496",2019,"Ford","F-150 XLT","Used",44999.00,"Dealer","Owatonna Motor Company",55060,"Good","Four-wheel Drive","10-Speed Automatic","2.7L V6 24V PDI DOHC Twin Turbo",23877,NULL,NULL
"3VV2B7AX4JM066641",2018,"Volkswagen","Tiguan 2.0T SE","Volkswagen Certified",25975.00,"Dealer","Luther Westside VW",55416,"Good","All-wheel Drive","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",53288,NULL,NULL
"2T2BZMCA8KC185820",2019,"Lexus","RX 350 350","Used",45509.00,"Dealer","Lincoln of Bloomington",55420,"Good","All-wheel Drive","8-Speed Automatic","3.5L V6 24V PDI DOHC",23241,NULL,NULL
"2T3F1RFV5MW176669",2021,"Toyota","RAV4 LE","Toyota Certified",29599.00,"Dealer","Rochester Toyota",55904,"Great","All-wheel Drive","8-Speed Automatic","2.5L I4 16V PDI DOHC",41256,NULL,NULL
"2GNAXTEV5L6241478",2020,"Chevrolet","Equinox 2LT","Used",23990.00,"Dealer","Granite City Motor Car",56302,"Fair","All-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",81615,NULL,NULL
"JTMP1RFV1KD010907",2019,"Toyota","RAV4 XLE","Toyota Certified",33685.00,"Dealer","Carlson Toyota",55448,"Good","All-wheel Drive","8-Speed Automatic","2.5L I4 16V PDI DOHC",52863,NULL,NULL
"5XYPGDA53KG522128",2019,"Kia","Sorento LX V6","Used",29988.00,"Dealer","Barnett Chrysler Jeep Kia",55110,"Good","All-wheel Drive","8-Speed Automatic","3.3L V6 24V GDI DOHC",38702,NULL,NULL
"1HGCV1F19KA045537",2019,"Honda","Accord LX","Honda Certified",26995.00,"Dealer","Luther Brookdale Honda",55429,"Fair","Front-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",42665,NULL,NULL
"1FTEW1E40KFD33689",2019,"Ford","F-150 XLT","Ford Certified",39990.00,"Dealer","Schwieters Ford of Montevideo",56265,"Great","Four-wheel Drive","6-Speed Automatic","3.5L V6 24V PDI DOHC Twin Turbo",37770,NULL,NULL
"JTDEPMAE5MJ119164",2021,"Toyota","Corolla LE","Toyota Certified",26985.00,"Dealer","Carlson Toyota",55448,"Fair","Front-wheel Drive","Automatic CVT","1.8L I4 16V MPFI DOHC",20127,NULL,NULL
"5J6RW2H84KL032425",2019,"Honda","CR-V EX-L","Used",32615.00,"Dealer","Buerkle Hyundai",55110,"Good","All-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",27814,NULL,NULL
"1FMJU1JT2KEA24714",2019,"Ford","Expedition XLT","Used",50000.00,"Dealer","Luther North Country Ford Lincoln",55433,"Good","Four-wheel Drive","10-Speed Automatic","3.5L V6 24V GDI DOHC Twin Turbo",40163,NULL,NULL
"3CZRU6H30HG708683",2017,"Honda","HR-V LX","Used",17497.00,"Dealer","North Imports",55337,"Great","All-wheel Drive","CVT 7-Speed","4 Cylinder Engine",24402,NULL,NULL
"1C4RJFBGXMC507798",2021,"Jeep","Grand Cherokee Limited","Used",47219.00,"Dealer","Jeff Belzer Roseville CDJR",55113,"Good","Four-wheel Drive","8-Speed Automatic","3.6L V6 24V MPFI DOHC",12847,NULL,NULL
"1C6SRFFTXMN539177",2021,"RAM","1500 Big Horn","Used",47954.00,"Dealer","Jeff Belzer's New Prague",56071,"Good","Four-wheel Drive","8-Speed Automatic","5.7L V8 16V MPFI OHV",13975,NULL,NULL
"5UXCR6C55KLL06446",2019,"BMW","X5 xDrive40i","Used",55980.00,"Dealer","BMW of Minnetonka",55391,"Good","All-wheel Drive","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo",32458,NULL,NULL
"7FARW2H80KE016445",2019,"Honda","CR-V EX-L","Used",30998.00,"Dealer","Walser Honda",55306,"Good","All-wheel Drive","Variable","Intercooled Turbo Regular Unleaded I-4 1.5 L/91",31012,NULL,NULL
"2T3RFREV0JW700659",2018,"Toyota","RAV4 XLE","Toyota Certified",27995.00,"Dealer","Luther Brookdale Toyota",55429,"Good","All-wheel Drive","6-Speed Automatic","2.5L I4 16V MPFI DOHC",84000,NULL,NULL
"JM3KE4DYXG0770399",2016,"Mazda","CX-5 Grand Touring","Used",23217.00,"Dealer","Volkswagen of Inver Grove",55077,"Good","All-wheel Drive","6-Speed Automatic","2.5L I4 16V GDI DOHC",62935,NULL,NULL
"5J8YD4H55KL024280",2019,"Acura","MDX 3.5L w/Technology Package","Used",41995.00,"Dealer","Luther Subaru of White Bear",55110,"Good","All-wheel Drive","9-Speed Automatic","3.5L V6 24V GDI SOHC",29595,NULL,NULL
"2HKRW2H53KH642512",2019,"Honda","CR-V EX","Used",29891.00,"Dealer","Mills Honda",56425,"Good","All-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",24537,NULL,NULL
"55SWF4KB7FU079870",2015,"Mercedes-Benz","C-Class C300 4MATIC","Used",21998.00,"Dealer","Walser Toyota",55437,"Fair","All-wheel Drive","Automatic","Intercooled Turbo Premium Unleaded I-4 2.0 L/121",82337,NULL,NULL
"JTEBU5JR1K5709576",2019,"Toyota","4Runner TRD Off Road","Toyota Certified",47094.00,"Dealer","Burnsville Toyota",55306,"Good","Four-wheel Drive","5-Speed Automatic","4.0L V6 24V MPFI DOHC",35217,NULL,NULL
"5GAEVAKWXKJ220159",2019,"Buick","Enclave Essence","Used",36399.00,"Dealer","Walser Polar Chevrolet",55110,"Good","All-wheel Drive","Automatic","Gas V6 3.6L/217",51046,NULL,NULL
"5J6RW2H90KL023374",2019,"Honda","CR-V Touring","Used",30568.00,"Dealer","Rapids Honda",55448,"Good","All-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",55705,NULL,NULL
"1FM5K8HC3MGB02253",2021,"Ford","Explorer Platinum","Used",51871.00,"Dealer","Lincoln of Bloomington",55420,"Great","Four-wheel Drive","10-Speed Automatic","3.0L V6 24V GDI DOHC Twin Turbo",24666,NULL,NULL
"1GNEVHKW4LJ124625",2020,"Chevrolet","Traverse LT Leather","Used",40975.00,"Dealer","Forest City Auto Center",50436,"Great","All-wheel Drive","9-Speed Automatic","3.6L V6 24V GDI DOHC",26723,NULL,NULL
"1FTEW1EF6GFD41806",2016,"Ford","F-150 XLT","Ford Certified",34998.00,"Dealer","Rochester Ford",55901,"Fair","Four-wheel Drive","6-Speed Automatic","5.0L V8 32V MPFI DOHC Flexible Fuel",82102,NULL,NULL
"5YFBURHEXFP204613",2015,"Toyota","Corolla S Plus","Used",18980.00,"Dealer","Lexdan Automotive",55109,"Good","Front-wheel Drive","Automatic CVT","1.8L I4 16V MPFI DOHC",58926,NULL,NULL
"2GNAXTEV3L6259025",2020,"Chevrolet","Equinox 2LT","Used",26398.00,"Dealer","Chevrolet of Wayzata",55391,"Good","All-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",24770,NULL,NULL
"1GNSKCKC7LR214308",2020,"Chevrolet","Tahoe Premier","Used",51998.00,"Dealer","Walser Subaru",55306,"Great","Four-wheel Drive","Automatic","Gas/Ethanol V8 5.3L/325",55896,NULL,NULL
"WDC0G4KB0JV055001",2018,"Mercedes-Benz","GLC 300 Base 4MATIC","Used",36408.00,"Dealer","Feldmann Imports",55437,"Fair","All-wheel Drive","9-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",37947,NULL,NULL
"KNDPMCAC0K7617471",2019,"Kia","Sportage LX","Used",22988.00,"Dealer","Barnett Chrysler Jeep Kia",55110,"Good","All-wheel Drive","6-Speed Automatic","2.4L I4 16V GDI DOHC",51446,NULL,NULL
"3KPC24A36KE047342",2019,"Hyundai","Accent SE","Used",17568.00,"Dealer","Luther Bloomington Hyundai",55437,"Good","Front-wheel Drive","6-Speed Automatic","1.6L I4 16V GDI DOHC",45538,NULL,NULL
"JF2SJAEC3HH574542",2017,"Subaru","Forester 2.5i Premium","Used",23988.00,"Dealer","Luther Bloomington Subaru",55420,"Fair","All-wheel Drive","Automatic CVT","2.5L H4 16V MPFI DOHC",78270,NULL,NULL
"1C4NJDEBXGD744907",2016,"Jeep","Compass High Altitude","Used",16488.00,"Dealer","Morrie's Minnetonka Mazda",55305,"Good","Four-wheel Drive","6-Speed Automatic","2.4L I4 16V MPFI DOHC",82799,NULL,NULL
"1FADP3K24EL229970",2014,"Ford","Focus SE","Used",10990.00,"Dealer","Alexandria Motors",56308,"Fair","Front-wheel Drive","6-Speed Automatic with Auto-Shift","2.0L I4 16V GDI DOHC",98118,NULL,NULL
"19XFC1F32LE200575",2020,"Honda","Civic EX","Used",30998.00,"Dealer","Luther Mankato Honda",56001,"Fair","Front-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",19519,NULL,NULL
"WBXYJ5C31JEF72465",2018,"BMW","X2 xDrive28i","Used",25742.00,"Dealer","RAVMOTORS",55337,"Great","All-wheel Drive","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",33600,NULL,NULL
"1HGCV1F1XKA096948",2019,"Honda","Accord LX","Used",25990.00,"Dealer","Inver Grove Honda",55077,"Good","Front-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",60455,NULL,NULL
"3GNAXKEV6KL339603",2019,"Chevrolet","Equinox 1LT","Used",19999.00,"Dealer","West Salem Kia",54669,"Great","Front-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",70623,NULL,NULL
"1C4HJXDG7MW578583",2021,"Jeep","Wrangler Unlimited Sport Altitude","Used",47990.00,"Dealer","Pischke Motors of La Crosse",54601,"Fair","Four-wheel Drive","8-Speed Automatic","3.6L V6 24V MPFI DOHC",19314,NULL,NULL
"1ZVBP8FF7C5275870",2012,"Ford","Mustang GT","Used",32000.00,"Dealer","Dave Syverson Auto Center",56007,"Fair","Rear-wheel Drive","6-Speed Automatic","5.0L V8 32V MPFI DOHC",20897,NULL,NULL
"3G1BE6SM0HS587634",2017,"Chevrolet","Cruze LT","Used",14997.00,"Dealer","North Imports",55337,"Good","Front-wheel Drive","Automatic 6-Speed","4 Cylinder Engine",75453,NULL,NULL
"5TFSX5EN8KX067896",2019,"Toyota","Tacoma SR","Used",32900.00,"Dealer","Koppy Motors of Forest Lake",55025,"Good","Four-wheel Drive","6-Speed Automatic","2.7L I4 16V MPFI DOHC",24826,NULL,NULL
"4S4BTGPD6L3168984",2020,"Subaru","Outback Touring XT","Subaru Certified",38989.00,"Dealer","Luther Bloomington Subaru",55420,"Good","All-wheel Drive","Automatic CVT","2.4L H4 16V GDI DOHC Turbo",28500,NULL,NULL
"1FTEW1EP1KFB17344",2019,"Ford","F-150 XLT","Ford Certified",37919.00,"Dealer","Apple Ford Shakopee",55379,"Great","Four-wheel Drive","10-Speed Automatic","2.7L V6 24V PDI DOHC Twin Turbo",44044,NULL,NULL
"5FNRL5H62DB065542",2013,"Honda","Odyssey EX-L","Used",22999.00,"Dealer","Buerkle Hyundai",55110,"Fair","Front-wheel Drive","5-Speed Automatic","3.5L V6 24V MPFI SOHC",62458,NULL,NULL
"5J6RW2H59KL011804",2019,"Honda","CR-V EX","Used",29998.00,"Dealer","Richfield Bloomington Honda",55423,"Good","All-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",41896,NULL,NULL
"7FARW2H84KE062005",2019,"Honda","CR-V EX-L","Honda Certified",32695.00,"Dealer","Luther Hopkins Honda ",55343,"Good","All-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",12066,NULL,NULL
"1C4HJXDN2LW224337",2020,"Jeep","Wrangler Unlimited Sport S","Used",41599.00,"Dealer","Walser Chrysler Jeep Dodge RAM",55343,"Good","Four-wheel Drive","Automatic","Intercooled Turbo Premium Unleaded I-4 2.0 L/122",20420,NULL,NULL
"1FTEW1EP9KFC86544",2019,"Ford","F-150 XLT","Used",38995.00,"Dealer","AutoNation Ford White Bear Lake",55110,"Great","Four-wheel Drive","10-Speed Automatic","2.7L V6 24V PDI DOHC Twin Turbo",51545,NULL,NULL
"5J6RW2H53KL024001",2019,"Honda","CR-V EX","Honda Certified",28898.00,"Dealer","Luther Mankato Honda",56001,"Good","All-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",47478,NULL,NULL
"KNDPMCAC9H7247386",2017,"Kia","Sportage LX","Used",16972.00,"Dealer","RAVMOTORS of Crystal",55429,"Great","All-wheel Drive","6-Speed Automatic","2.4L I4 16V GDI DOHC",42865,NULL,NULL
"1FM5K8F83EGB00986",2014,"Ford","Explorer Limited","Used",21495.00,"Dealer","Luther Subaru of White Bear",55110,"Good","Four-wheel Drive","6-Speed Automatic","3.5L V6 24V MPFI DOHC",81637,NULL,NULL
"1G4GF5E31CF222640",2012,"Buick","LaCrosse Premium 2","Used",15992.00,"Dealer","Kimber Creek Ford",56474,"Fair","Front-wheel Drive","6-Speed Automatic","3.6L V6 24V GDI DOHC Flexible Fuel",75274,NULL,NULL
"1C6RR7LG2HS827892",2017,"RAM","1500 Big Horn","Used",30999.00,"Dealer","Waconia Dodge Chrysler Jeep RAM",55387,"Good","Four-wheel Drive","8-Speed Automatic","3.6L V6 24V MPFI DOHC Flexible Fuel",48828,NULL,NULL
"1C6RR7NMXGS289086",2016,"RAM","1500 Laramie","Used",34444.00,"Dealer","Harry Browns Family Automotive",55021,"Good","Four-wheel Drive","8-Speed Automatic","3.0L V6 24V DDI DOHC Turbo Diesel",46865,NULL,NULL
