Year,Make,Model,Used_or_New,Price,ConsumerRating,ConsumerReviews,SellerType,SellerName,SellerRating,SellerReviews,StreetName,State,Zipcode,DealType,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,VIN,Stock,Mileage
2022,Ford,Bronco Big Bend,Used,59999,4.7,6,Dealer,Jaguar Land Rover Minneapolis,4.7,1042,8905 Wayzata Blvd Minneapolis,MN,55426,Good,4.7,4.7,4.8,4.5,4.8,4.5,Four-wheel Drive,20,21,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FMDE5BH0NLA85930,P8149,2229
2019,Toyota,Camry LE,Toyota Certified,26985,4.8,310,Dealer,Rudy Luther Toyota,4.8,3491,8805 Wayzata Blvd Minneapolis,MN,55426,Great,4.8,4.7,4.7,4.6,4.9,4.8,Front-wheel Drive,28,39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1B11HK7KU842178,221441A,24240
2021,Audi,A4 40 Premium,Used,37950,5.0,4,Dealer,Audi Minneapolis,4.8,1105,9393 Wayzata Blvd Minneapolis,MN,55426,Great,5.0,5.0,5.0,5.0,4.8,5.0,All-wheel Drive,24,31,Gasoline,7-Speed Automatic,2.0L,WAUABAF40MA029476,SM1641,12479
2022,Volkswagen,Tiguan 2.0T SE,Volkswagen Certified,32490,4.7,1,Dealer,Volkswagen of Inver Grove,4.9,751,1325 50th St E Inver Grove Heights,MN,55077,Great,4.0,5.0,4.0,5.0,5.0,5.0,All-wheel Drive,22,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3VV2B7AX9NM047671,IG2174L,12447
2019,Honda,CR-V EX,Used,30899,4.8,540,Dealer,Walser Honda,4.7,589,14800 Buck Hill Rd Burnsville,MN,55306,Good,4.8,4.8,4.7,4.7,4.8,4.8,All-wheel Drive,27,33,Gasoline,Variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,5J6RW2H56KL011792,8BF684T,11480
2019,Honda,Pilot EX-L,Used,35599,4.8,223,Dealer,Walser Honda,4.7,589,14800 Buck Hill Rd Burnsville,MN,55306,Great,4.9,4.8,4.7,4.7,4.7,4.8,All-wheel Drive,18,26,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FNYF6H57KB087615,8BF963L,40925
2019,Toyota,C-HR XLE,Toyota Certified,28989,4.8,91,Dealer,Inver Grove Toyota,4.8,2175,1037 50th Street East Inver Grove Heights,MN,55077,Good,4.8,4.8,4.7,4.7,4.9,4.8,Front-wheel Drive,27,31,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,JTNKHMBX5K1045883,A10720,10942
2021,Jeep,Grand Cherokee Limited,Used,38299,4.7,59,Dealer,Walser Honda,4.7,589,14800 Buck Hill Rd Burnsville,MN,55306,Great,4.7,4.7,4.7,4.5,4.7,4.7,Four-wheel Drive,18,25,Gasoline,Automatic,Regular Unleaded V-6 3.6 L/220,1C4RJFBG8MC509551,8BF731L,41144
2019,Honda,Pilot EX,Honda Certified,34890,4.8,223,Dealer,Inver Grove Honda,4.9,2344,4625 S Robert Trail Inver Grove Heights,MN,55077,Good,4.9,4.8,4.7,4.7,4.7,4.8,All-wheel Drive,18,26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H36KB038775,N5164A,19125
2021,Subaru,Forester Sport,Used,36490,4.9,109,Dealer,Inver Grove Honda,4.9,2344,4625 S Robert Trail Inver Grove Heights,MN,55077,Fair,4.9,4.9,4.9,4.8,4.8,4.9,All-wheel Drive,26,33,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,JF2SKARCXMH477338,P12804,17572
2017,Chevrolet,Cruze Premier,Used,19917,4.8,413,Dealer,Volkswagen of Inver Grove,4.9,751,1325 50th St E Inver Grove Heights,MN,55077,Good,4.8,4.7,4.7,4.7,4.8,4.8,Front-wheel Drive,30,40,Gasoline,6-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,3G1BF6SM6HS590888,IG5618X,39440
2014,Maserati,Ghibli S Q4,Used,27900,4.5,25,Dealer,iDeal Auto Imports,4.6,36,7980 Wallace Rd Eden Prairie,MN,55344,Great,4.4,4.4,4.9,4.2,4.9,4.2,All-wheel Drive,15,25,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,ZAM57RTA1E1086992,21007,50601
2020,Ford,Explorer Limited,Used,43988,4.5,248,Dealer,Morrie's Minnetonka Mazda,4.7,1169,13700 Wayzata Blvd Minnetonka,MN,55305,Great,4.7,4.6,4.5,4.3,4.7,4.3,Four-wheel Drive,20,27,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FMSK8FH2LGA37654,2P24026,28432
2021,Jeep,Grand Cherokee Limited,Used,45151,4.7,59,Dealer,Jeff Belzer Roseville CDJR,4.7,2249,2805 Long Lake Road Roseville,MN,55113,Great,4.7,4.7,4.7,4.5,4.7,4.7,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBGXMC745456,RD1600B,12335
2020,Ford,F-150 Lariat,Used,47488,4.8,219,Dealer,Midway Ford,4.2,181,2777 Snelling Ave N Roseville,MN,55113,Good,4.9,4.8,4.8,4.7,4.8,4.8,Four-wheel Drive,18,23,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,1FTEW1EP7LKD24510,22TR102F,53653
2019,BMW,X3 xDrive30i,BMW Certified,39980,4.7,100,Dealer,BMW of Minnetonka,4.8,1615,15802 Wayzata Blvd Minnetonka,MN,55391,Good,4.7,4.7,4.8,4.3,4.8,4.6,All-wheel Drive,22,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTR9C59KLE17294,P58148,52028
2020,Jeep,Grand Cherokee Limited,Used,35599,4.8,150,Dealer,Cornerstone Plymouth,4.6,173,3901 Vinewood Ln N Plymouth,MN,55441,Good,4.9,4.8,4.8,4.7,4.9,4.8,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG4LC280090,P18905,67432
2018,Ford,Escape Titanium,Ford Certified,24530,4.7,579,Dealer,Apple Ford Shakopee,4.7,808,1624 Weston Ct Shakopee,MN,55379,Great,4.8,4.7,4.7,4.6,4.8,4.7,Four-wheel Drive,20,27,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1FMCU9J95JUC64260,S12764Z,54017
2019,Ford,F-150 Lariat,Used,45999,4.8,425,Dealer,Cornerstone Plymouth,4.6,173,3901 Vinewood Ln N Plymouth,MN,55441,Great,4.9,4.8,4.8,4.6,4.8,4.7,Four-wheel Drive,19,24,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,1FTEW1EP2KFD37687,PX18691,14801
2021,Audi,Q5 45 Premium,Used,44950,4.6,16,Dealer,Audi St. Paul,4.8,885,2450 Maplewood Dr Maplewood,MN,55109,Great,4.6,4.4,4.7,4.2,4.5,4.7,All-wheel Drive,23,28,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WA1AAAFY2M2076764,SA1734,15585
2019,Mazda,CX-5 Grand Touring,Used,29999,4.8,230,Dealer,Luther Brookdale Mazda,4.7,2562,4435 68th Ave N suite A Brooklyn Center,MN,55429,Good,4.8,4.8,4.8,4.8,4.9,4.8,All-wheel Drive,24,30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFBDM7K0530122,P11587,20013
2021,Honda,Civic Type R Touring,Used,52995,4.9,4,Dealer,Luther Brookdale Honda,4.6,6208,6800 Brooklyn Blvd Minneapolis,MN,55429,Good,5.0,4.8,5.0,4.8,4.8,5.0,Front-wheel Drive,22,28,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,SHHFK8G7XMU200606,P31025,17774
2021,Honda,Civic Type R Touring,Used,51495,4.9,4,Dealer,Luther Brookdale Honda,4.6,6208,6800 Brooklyn Blvd Minneapolis,MN,55429,Good,5.0,4.8,5.0,4.8,4.8,5.0,Front-wheel Drive,22,28,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,SHHFK8G77MU205133,P30950,13463
2019,BMW,X3 xDrive30i,Used,37590,4.7,100,Dealer,Porsche St. Paul,4.9,149,2490 W Maplewood Dr Maplewood,MN,55109,Good,4.7,4.7,4.8,4.3,4.8,4.6,All-wheel Drive,22,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTR9C50KLE17572,F3056A,44512
2022,Hyundai,Kona SEL,Used,26150,4.1,8,Dealer,Walser Hyundai,4.9,1693,8100 Lakeland Ave N Brooklyn Park,MN,55445,Great,3.9,4.0,4.0,4.1,4.4,4.1,All-wheel Drive,28,33,Gasoline,Variable,Regular Unleaded I-4 2.0 L/122,KM8K6CAB4NU836561,9AJ872N,7306
2019,Hyundai,Tucson SE,Used,24995,4.7,212,Dealer,Buerkle Hyundai,4.8,1072,3360 Highway 61 N Saint Paul,MN,55110,Great,4.8,4.7,4.6,4.7,4.8,4.7,All-wheel Drive,22,25,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC,KM8J2CA43KU837348,L405662,20068
2021,Honda,Pilot Special Edition,Used,42497,4.8,64,Dealer,Lupient KIA Nissan,4.9,2758,7911 Lakeland Ave N Minneapolis,MN,55445,Great,4.9,4.8,4.8,4.7,4.7,4.8,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H21MB092690,LG15811A,16313
2020,RAM,1500 Rebel,Used,56745,4.8,202,Dealer,Jeff Belzer's Lakeville,4.8,6625,21111 Cedar Ave Lakeville,MN,55044,Good,4.9,4.9,4.8,4.6,4.8,4.7,Four-wheel Drive,19,24,Diesel,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,1C6SRFLM3LN289440,12252A,39309
2019,Hyundai,Tucson SE,Used,22998,4.7,212,Dealer,Walser Hyundai,4.9,1693,8100 Lakeland Ave N Brooklyn Park,MN,55445,Great,4.8,4.7,4.6,4.7,4.8,4.7,All-wheel Drive,22,25,Gasoline,Automatic,Regular Unleaded I-4 2.0 L/122,KM8J2CA42KU867926,9AL876T,41396
2022,Ford,Bronco Outer Banks Advanced,Used,55000,4.7,6,Private,Jim,4.9,1693,Maple Grove,MN,55311,NA,4.7,4.7,4.8,4.5,4.8,4.5,Four-wheel Drive,18,17,Gasoline Fuel,10-Speed A/T,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,1FMDE5CH9NLA82782,–,1873
2019,Jeep,Grand Cherokee Limited,Used,36499,4.8,225,Dealer,Walser Polar Chevrolet,4.7,1072,1801 County Rd F East White Bear Lake,MN,55110,Great,4.9,4.9,4.8,4.6,4.9,4.8,Four-wheel Drive,18,25,Gasoline,Automatic,Regular Unleaded V-6 3.6 L/220,1C4RJFBG4KC855609,22AI998L,31198
2021,Jeep,Wrangler Unlimited Sahara,Used,50808,4.9,46,Dealer,Coon Rapids Chrysler Dodge Jeep RAM,4.8,1410,10541 Woodcrest Dr NW Minneapolis,MN,55433,Good,4.9,5.0,4.9,4.6,4.9,4.8,Four-wheel Drive,17,23,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4HJXEG8MW584522,CB7410,35273
2021,RAM,1500 Laramie,Used,49798,4.8,94,Dealer,Coon Rapids Chrysler Dodge Jeep RAM,4.8,1410,10541 Woodcrest Dr NW Minneapolis,MN,55433,Good,4.9,4.8,4.8,4.6,4.9,4.7,Four-wheel Drive,19,24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6SRFJTXMN596289,R17923A,31308
2019,Ford,F-150 XLT,Ford Certified,39495,4.8,425,Dealer,Luther North Country Ford Lincoln,4.8,3983,10401 Woodcrest Dr NW Minneapolis,MN,55433,Great,4.9,4.8,4.8,4.6,4.8,4.7,4WD,18,23,Gasoline,Automatic,5.0L V8 32V PDI DOHC,1FTFW1E50KFD05646,PB19156,42193
2021,Nissan,Kicks S,Used,24599,4.9,5,Dealer,Walser Nissan Coon Rapids,4.8,452,3300 129th Ave NW Coon Rapids,MN,55448,Fair,5.0,4.8,4.8,4.8,5.0,4.8,Front-wheel Drive,31,36,Gasoline,Variable,Regular Unleaded I-4 1.6 L/98,3N1CP5BV0ML493429,14BX996P,32470
2021,Nissan,Kicks S,Used,24599,4.9,5,Dealer,Walser Nissan Coon Rapids,4.8,452,3300 129th Ave NW Coon Rapids,MN,55448,Fair,5.0,4.8,4.8,4.8,5.0,4.8,Front-wheel Drive,31,36,Gasoline,Variable,Regular Unleaded I-4 1.6 L/98,3N1CP5BVXML474676,14BX999P,31228
2021,Nissan,Rogue Platinum,Used,40998,4.7,97,Dealer,Walser Nissan Coon Rapids,4.8,452,3300 129th Ave NW Coon Rapids,MN,55448,Good,4.9,4.8,4.6,4.5,4.9,4.6,All-wheel Drive,25,32,Gasoline,Variable,Regular Unleaded I-4 2.5 L/152,JN8AT3DD5MW319024,14BY003P,12031
2020,Toyota,RAV4 XLE,Toyota Certified,31885,4.7,166,Dealer,Carlson Toyota,4.6,570,12880 Riverdale Dr NW Coon Rapids,MN,55448,Great,4.8,4.8,4.7,4.6,4.8,4.8,All-wheel Drive,27,33,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,2T3P1RFV7LC096925,P9851,62867
2020,Toyota,Tundra SR5,Toyota Certified,46185,4.8,66,Dealer,Carlson Toyota,4.6,570,12880 Riverdale Dr NW Coon Rapids,MN,55448,Good,4.8,4.6,4.7,4.6,4.8,4.9,Four-wheel Drive,13,17,Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,5TFUY5F14LX932799,40731A,16841
2020,Jeep,Cherokee Limited,Used,29982,4.8,153,Dealer,Hastings Chrysler Center,4.4,217,2980 Vermillion St Hastings,MN,55033,Great,4.8,4.8,4.8,4.8,4.8,4.8,Four-wheel Drive,19,27,Gasoline,9-Speed Automatic,3.2L V6 24V MPFI DOHC,1C4PJMDX4LD516739,LB032208,32645
2020,RAM,1500 Laramie,Used,42385,4.8,202,Dealer,Carlson Toyota,4.6,570,12880 Riverdale Dr NW Coon Rapids,MN,55448,Great,4.9,4.9,4.8,4.6,4.8,4.7,Four-wheel Drive,19,24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6SRFDT4LN142016,40805A,30483
2020,RAM,1500 Laramie,Used,48408,4.8,202,Dealer,Jeff Belzer's New Prague,4.8,2176,1185 280th St W New Prague,MN,56071,Great,4.9,4.9,4.8,4.6,4.8,4.7,Four-wheel Drive,19,24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6SRFJT2LN214142,ND292021A,17807
2018,Ford,F-150 Lariat,Used,43990,4.8,819,Dealer,Morrie's Forest Lake Chrysler Dodge Jeep RAM,5.0,1,321 19th Street Southwest Forest Lake,MN,55025,Great,4.9,4.8,4.8,4.6,4.8,4.7,4WD,19,24,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,1FTFW1E50JKF38500,DZ20050,47661
2019,Lexus,RX 450h 450H,Used,48977,4.8,20,Dealer,Ryan Auto Mall GM,4.9,5632,911 E. Hwy 55 Box 513 Buffalo,MN,55313,Good,4.8,4.8,4.8,4.6,4.8,4.8,All-wheel Drive,31,28,Hybrid,Automatic CVT,3.5L V6 24V PDI DOHC Hybrid,2T2BGMCA3KC035104,4995ZP,34141
2019,Lincoln,Nautilus Select,Used,33755,4.7,100,Dealer,Morrie's Buffalo Ford,4.6,468,702 East Hwy 55 Buffalo,MN,55313,Great,4.9,4.6,4.6,4.4,4.9,4.7,All-wheel Drive,20,25,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2LMPJ8K94KBL54014,9P31492,46411
2019,Jeep,Grand Cherokee Limited,Used,33955,4.8,225,Dealer,Morrie's Buffalo Ford,4.6,468,702 East Hwy 55 Buffalo,MN,55313,Great,4.9,4.9,4.8,4.6,4.9,4.8,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBGXKC684056,9X31490A,40912
2020,Ford,Edge SEL,Used,29899,4.9,141,Dealer,Cornerstone Chevrolet,4.6,160,1005 Hwy 25 South Monticello,MN,55362,Great,4.9,4.9,4.9,4.8,4.9,4.9,All-wheel Drive,21,28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2FMPK4J9XLBA55101,A4732,54071
2020,Jeep,Cherokee Limited,Used,28999,4.8,153,Dealer,BERNARD'S Chrysler Dodge Jeep RAM,4.9,128,510 Deere Dr New Richmond,WI,54017,Great,4.8,4.8,4.8,4.8,4.8,4.8,Four-wheel Drive,19,27,Gasoline,9-Speed Automatic,3.2L V6 24V MPFI DOHC,1C4PJMDX4LD513100,22-5108,41845
2020,Ford,Edge SEL,Used,34912,4.9,141,Dealer,Holt Motors,4.9,520,245 Cokato St W Cokato,MN,55321,Great,4.9,4.9,4.9,4.8,4.9,4.9,All-wheel Drive,21,28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2FMPK4J90LBA51056,75705,15566
2020,Honda,Pilot EX-L,Used,35998,4.3,151,Dealer,Luther Mankato Honda,4.8,840,308 Raintree Rd Mankato,MN,56001,Great,4.6,4.6,4.3,4.1,4.5,4.1,All-wheel Drive,18,26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H53LB052572,PL1188,33322
2015,Ford,Taurus Limited,Used,15999,4.7,79,Dealer,Sell's Auto Center,3.8,8,3018 Division St. St. Cloud,MN,56301,Good,4.8,4.6,4.8,4.7,4.8,4.7,Front-wheel Drive,19,29,E85 Flex Fuel,6-Speed Automatic,3.5L V6 24V MPFI DOHC Flexible Fuel,1FAHP2F88FG133411,270CR22,88074
2019,Ford,Escape SEL,Ford Certified,25799,4.7,265,Dealer,Rochester Ford,4.6,284,4900 US-52 Rochester,MN,55901,Great,4.8,4.7,4.7,4.6,4.7,4.7,Four-wheel Drive,22,28,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,1FMCU9HD7KUA76108,P12199,43830
2019,Ford,Ranger Lariat,Used,40699,4.4,238,Dealer,Rochester Ford,4.6,284,4900 US-52 Rochester,MN,55901,Great,4.5,4.3,4.5,4.1,4.6,4.4,4WD,20,24,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FTER4FH0KLA14028,P12206,16748
2017,Honda,Pilot EX,Used,27500,4.7,285,Dealer,Dave Syverson Auto Center,4.9,924,2310 E Main St Albert Lea,MN,56007,Good,4.8,4.7,4.7,4.6,4.7,4.8,All-wheel Drive,18,26,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H34HB001233,22873AA,66624
2021,Subaru,Ascent Premium 7-Passenger,Subaru Certified,39993,4.7,30,Dealer,Chilson Subaru,4.5,44,3443 State Road 93 Eau Claire,WI,54701,Good,4.8,4.8,4.7,4.7,4.5,4.7,All-wheel Drive,21,27,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMAHD6M3448464,P8972,34888
2020,Mazda,CX-5 Touring,Used,29492,4.9,140,Dealer,Chippewa Valley Mazda,4.7,717,2329 S Prairie View Rd Chippewa Falls,WI,54729,Great,4.9,4.9,4.8,4.8,4.9,4.9,All-wheel Drive,24,30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFBCM7L0807922,MU13765,22460
2017,Dodge,Grand Caravan SXT,Used,18899,4.7,173,Dealer,Markquart Motors,4.8,429,2191 S Prairie View Rd Chippewa Falls,WI,54729,Good,4.7,4.6,4.6,4.6,4.6,4.7,Front-wheel Drive,17,25,E85 Flex Fuel,6-Speed Automatic,V6 Cylinder Engine,2C4RDGCG1HR600475,220691C,82269
2018,Ford,Explorer XLT,Used,29999,4.8,265,Dealer,"Toycen Ford, Inc.",4.9,48,1000 Chippewa Crossing Blvd Chippewa Falls,WI,54729,Great,4.9,4.8,4.8,4.7,4.9,4.8,Front-wheel Drive,17,24,Gasoline,6-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FM5K7DH9JGB17928,32106A,27820
2019,Ford,F-150 Lariat,Used,51345,4.8,425,Dealer,Link Ford and RV Minong,4.9,96,660 Hokah St Minong,WI,54859,Good,4.9,4.8,4.8,4.6,4.8,4.7,Four-wheel Drive,19,24,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,1FTEW1EP9KFD33619,T22-143A,25123
2016,Toyota,Highlander XLE,Used,31998,4.8,184,Dealer,Lake Country Toyota,4.8,202,7036 Lake Forest Rd Baxter,MN,56425,Good,4.8,4.7,4.8,4.7,4.8,4.9,All-wheel Drive,18,24,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,5TDJKRFH7GS289465,10AJ905P,49453
2020,Chevrolet,Malibu LT,Used,23990,4.8,53,Dealer,Marthaler Chevrolet of Glenwood,4.5,74,2200 State Hwy 29 North Glenwood,MN,56334,Great,4.8,4.8,4.8,4.7,4.9,4.9,Front-wheel Drive,29,36,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1G1ZD5ST5LF000859,10005XX,32220
2020,Volkswagen,Tiguan 2.0T SE,Used,29999,4.7,59,Dealer,Audi Volkswagen La Crosse,4.5,11,700 Monitor St La Crosse,WI,54603,Great,4.8,4.8,4.6,4.7,4.8,4.8,All-wheel Drive,20,27,Gasoline,8-SPEED A/T,4 Cylinder Engine,3VV2B7AX3LM151263,7X10281A,15926
2019,RAM,1500 Laramie,Used,43984,4.7,475,Dealer,Valu Ford Chrysler,4.8,196,205 State Highway 9 Morris,MN,56267,Good,4.8,4.9,4.7,4.5,4.8,4.5,Four-wheel Drive,19,24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6SRFJT3KN777814,F777814B,30275
2020,Ford,Fusion Titanium,Used,25799,4.8,70,Dealer,Volkswagen of Duluth,4.7,45,4735 Mall Dr Hermantown,MN,55811,Good,4.8,4.8,4.7,4.7,4.9,4.8,All-wheel Drive,20,29,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3FA6P0D9XLR137309,LR137309,69435
2019,Jeep,Grand Cherokee Limited,Used,34991,4.8,225,Dealer,Bloomington Chrysler Jeep Dodge RAM,4.7,448,8000 Penn Ave South Bloomington,MN,55431,Great,4.9,4.9,4.8,4.6,4.9,4.8,Four-wheel Drive,18,25,Gasoline,Automatic,Regular Unleaded V-6 3.6 L/220,1C4RJFBG8KC729897,14BY682P,32068
2021,Dodge,Durango GT Plus,Used,43991,4.8,27,Dealer,Bloomington Chrysler Jeep Dodge RAM,4.7,448,8000 Penn Ave South Bloomington,MN,55431,Good,4.9,4.9,4.7,4.4,4.9,4.8,All-wheel Drive,18,25,Gasoline,Automatic,Regular Unleaded V-6 3.6 L/220,1C4RDJDG7MC605596,14BY256P,34519
2021,Jeep,Grand Cherokee Limited,Used,40991,4.7,59,Dealer,Bloomington Chrysler Jeep Dodge RAM,4.7,448,8000 Penn Ave South Bloomington,MN,55431,Great,4.7,4.7,4.7,4.5,4.7,4.7,Four-wheel Drive,18,25,Gasoline,Automatic,Regular Unleaded V-6 3.6 L/220,1C4RJFBG9MC719818,14BY253P,21344
2021,Dodge,Challenger GT,Used,40991,4.9,24,Dealer,Bloomington Chrysler Jeep Dodge RAM,4.7,448,8000 Penn Ave South Bloomington,MN,55431,Great,4.9,4.8,4.9,4.8,5.0,4.8,All-wheel Drive,18,27,Gasoline,Automatic,Regular Unleaded V-6 3.6 L/220,2C3CDZKG4MH600364,14BY657P,14525
2019,Lexus,RX 450h RX 450h,Used,46988,4.8,20,Dealer,Luther Bloomington Subaru,4.7,5245,7801 Lyndale Ave S Bloomington,MN,55420,Great,4.8,4.8,4.8,4.6,4.8,4.8,All-wheel Drive,31,28,Hybrid,Automatic CVT,3.5L V6 24V PDI DOHC Hybrid,2T2BGMCA7KC042878,W63824,30990
2019,BMW,X3 xDrive30i,BMW Certified,41990,4.7,100,Dealer,Motorwerks BMW,4.7,1669,1300 American Boulevard West Bloomington,MN,55420,Good,4.7,4.7,4.8,4.3,4.8,4.6,All-wheel Drive,22,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTR9C55KLR10922,BN42783T,16836
2019,Toyota,RAV4 LE,Used,29899,4.6,445,Dealer,Walser Toyota,4.6,1181,4401 American Blvd W Minneapolis,MN,55437,Good,4.6,4.6,4.4,4.4,4.7,4.6,Front-wheel Drive,26,35,Gasoline,Automatic,Regular Unleaded I-4 2.5 L/152,2T3H1RFV4KW031127,3BK542A,23335
2020,Toyota,Tundra SR5,Used,45998,4.8,66,Dealer,Walser Toyota,4.6,1181,4401 American Blvd W Minneapolis,MN,55437,Good,4.8,4.6,4.7,4.6,4.8,4.9,Four-wheel Drive,13,17,Gasoline,Automatic,Regular Unleaded V-8 5.7 L/346,5TFDY5F17LX901630,3BJ032A,34338
2019,Ford,Fusion SE,Used,21995,4.6,97,Dealer,Alfa Romeo of Minneapolis,4.8,764,1820 QUENTIN AVENUE SOUTH ST. LOUIS PARK,MN,55416,Good,4.7,4.7,4.6,4.5,4.8,4.7,All-wheel Drive,20,29,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3FA6P0T95KR236894,P5837,61301
2021,Honda,Accord Sport SE 1.5T,Used,27974,5.0,36,Dealer,North Imports,4.5,15,1705 Highway 13 East Burnsville,MN,55337,Great,4.9,5.0,4.9,5.0,5.0,5.0,Front-wheel Drive,29,38,Gasoline,CVT,4 Cylinder Engine,1HGCV1F35MA096926,6926,14520
2021,Subaru,Forester Sport,Used,27984,4.9,109,Dealer,RAVMOTORS,4.9,1085,3635 Minnesota 13 W Burnsville,MN,55337,Great,4.9,4.9,4.9,4.8,4.8,4.9,All-wheel Drive,26,33,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,JF2SKALC3MH475164,B206664S,10864
2016,Chevrolet,Silverado 1500 LT,Used,23975,4.6,178,Dealer,RAVMOTORS,4.9,1085,3635 Minnesota 13 W Burnsville,MN,55337,Great,4.7,4.6,4.6,4.3,4.8,4.5,Four-wheel Drive,17,22,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,1GCVKREC8GZ170071,B103239S,83779
2020,Chevrolet,Equinox 1LT,Used,24743,4.7,277,Dealer,Suburban Chevrolet,4.6,2937,12475 Plaza Dr Eden Prairie,MN,55344,Good,4.8,4.7,4.7,4.6,4.8,4.7,Front-wheel Drive,26,31,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,2GNAXKEVXL6221320,10080,36639
2019,Toyota,RAV4 XLE,Used,31999,4.6,445,Dealer,Morrie's 394 Hyundai,4.7,4354,6661 Wayzata Blvd St Louis Park,MN,55426,Great,4.6,4.6,4.4,4.4,4.7,4.6,All-wheel Drive,25,33,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,2T3P1RFV5KW032203,HX18010,47915
2020,Ford,Explorer Limited,Used,41180,4.5,248,Dealer,Audi Minneapolis,4.8,1105,9393 Wayzata Blvd Minneapolis,MN,55426,Good,4.7,4.6,4.5,4.3,4.7,4.3,Four-wheel Drive,20,27,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FMSK8FH8LGA04223,AM2503,44811
