Year,Make,Model,Used_or_New,Price,ConsumerRating,ConsumerReviews,SellerType,SellerName,SellerRating,SellerReviews,StreetName,State,Zipcode,DealType,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,VIN,Stock,Mileage
2012,Honda,Pilot Touring,Used,18997,4.6,114,Dealer,North Imports,4.5,15,1705 Highway 13 East Burnsville,MN,55337,Good,4.6,4.5,4.5,4.5,4.5,4.7,Four-wheel Drive,17,24,Gasoline,Automatic 5-Speed,V6 Cylinder Engine,5FNYF4H91CB028584,8584,68035
2018,Subaru,Forester 2.5i Touring,Used,22897,4.8,505,Dealer,North Imports,4.5,15,1705 Highway 13 East Burnsville,MN,55337,Great,4.8,4.6,4.7,4.8,4.7,4.8,All-wheel Drive,26,28,Gasoline,CVT,4 Cylinder Engine,JF2SJAWC5JH587247,7247,33178
2015,Toyota,RAV4 LE,Used,19997,4.6,357,Dealer,North Imports,4.5,15,1705 Highway 13 East Burnsville,MN,55337,Great,4.5,4.4,4.5,4.5,4.7,4.7,All-wheel Drive,22,29,Gasoline,Automatic 6-Speed,4 Cylinder Engine,JTMBFREVXFD098326,8326,26191
2014,Ford,Escape Titanium,Used,16798,4.4,458,Dealer,Alfa Romeo of Minneapolis,4.8,764,1820 QUENTIN AVENUE SOUTH ST. LOUIS PARK,MN,55416,Good,4.4,4.4,4.4,4.3,4.6,4.4,Four-wheel Drive,22,30,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1FMCU9J91EUA38805,MA38805,86505
2018,Toyota,RAV4 XLE,Used,29998,4.8,770,Dealer,Walser Experienced Autos Burnsville,4.2,46,600 W 121st St Burnsville,MN,55337,Great,4.8,4.7,4.8,4.7,4.8,4.9,All-wheel Drive,22,28,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,JTMRFREV2JJ740627,3BK195T,31747
2016,Subaru,Legacy 2.5i Limited,Used,17998,4.6,82,Dealer,Import Auto Sales,4.2,100,730 Florida Ave S Golden Valley,MN,55426,Great,4.7,4.5,4.4,4.6,4.5,4.7,All-wheel Drive,26,36,Gasoline,Automatic CVT,2.5L H4 16V MPFI DOHC,4S3BNAJ69G3035177,I215177RE,39232
2014,Ford,Escape Titanium,Used,14995,4.4,458,Dealer,Ride Auto,4.0,4,2933 West Highway 13 Burnsville,MN,55337,Great,4.4,4.4,4.4,4.3,4.6,4.4,Four-wheel Drive,22,30,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1FMCU9J9XEUC89001,22242,69600
2018,Subaru,Crosstrek 2.0i Premium,Used,19998,4.8,344,Dealer,Import Auto Sales,4.2,100,730 Florida Ave S Golden Valley,MN,55426,Great,4.8,4.8,4.6,4.8,4.9,4.9,All-wheel Drive,27,33,Gasoline,Automatic CVT,2.0L H4 16V GDI DOHC,JF2GTADC3JH257092,I217092RE,50404
2019,Subaru,Impreza 2.0i Premium,Used,19974,4.6,90,Dealer,RAVMOTORS,4.9,1085,3635 Minnesota 13 W Burnsville,MN,55337,Great,4.7,4.6,4.4,4.5,4.6,4.6,All-wheel Drive,28,36,Gasoline,Automatic CVT,2.0L H4 16V GDI DOHC,4S3GTAC63K3757438,B207752S,19429
2008,Buick,Lucerne CXL,Used,12400,4.3,58,Dealer,Morrie's West End Lincoln,3.3,15,6475 Wayzata Blvd Minneapolis,MN,55426,Fair,4.7,4.3,4.2,4.2,4.3,4.4,Front-wheel Drive,16,25,Gasoline,4-Speed Automatic Electronic Enhanced,V6 Cylinder Engine,1G4HD57288U195356,LB11871,43476
2021,Audi,Q3 45 S line Premium,Used,39450,5.0,8,Dealer,Audi Minneapolis,4.8,1105,9393 Wayzata Blvd Minneapolis,MN,55426,Good,5.0,5.0,5.0,4.9,4.9,4.9,All-wheel Drive,20,28,Gasoline,7-Speed Automatic,I4,WA1DECF3XM1060805,SM1662,12114
2021,Audi,Q3 45 S line Premium,Used,39450,5.0,8,Dealer,Audi Minneapolis,4.8,1105,9393 Wayzata Blvd Minneapolis,MN,55426,Good,5.0,5.0,5.0,4.9,4.9,4.9,All-wheel Drive,20,28,Gasoline,7-Speed Automatic,I4,WA1DECF36M1050854,SM1653,12411
2021,Maserati,Levante GranSport,Used,74500,4.6,1,Dealer,Morrie's Luxury Auto,4.4,149,7300 Wayzata Blvd Golden Valley,MN,55426,Great,5.0,4.0,5.0,4.0,5.0,4.0,All-wheel Drive,16,22,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,ZN661XUA5MX370875,BR14115,11610
2018,Toyota,RAV4 XLE,Used,30998,4.8,770,Dealer,Morrie's Cadillac,4.6,657,7400 Wayzata Blvd Golden Valley,MN,55426,Good,4.8,4.7,4.8,4.7,4.8,4.9,All-wheel Drive,22,28,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,JTMDFREV7JD233666,3B16232A,30550
2019,Honda,Pilot EX-L,Used,35499,4.8,223,Dealer,Walser Honda,4.7,589,14800 Buck Hill Rd Burnsville,MN,55306,Great,4.9,4.8,4.7,4.7,4.7,4.8,All-wheel Drive,18,26,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FNYF6H57KB084813,8BF749L,39893
2019,Honda,Odyssey EX-L,Used,38499,4.6,133,Dealer,Walser Honda,4.7,589,14800 Buck Hill Rd Burnsville,MN,55306,Good,4.8,4.6,4.5,4.3,4.7,4.5,Front-wheel Drive,19,28,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FNRL6H7XKB126051,8BF494L,29022
2020,Jeep,Cherokee Trailhawk,Used,32973,4.8,153,Dealer,Inver Grove Toyota,4.8,2175,1037 50th Street East Inver Grove Heights,MN,55077,Good,4.8,4.8,4.8,4.8,4.8,4.8,Four-wheel Drive,18,24,Gasoline,9-Speed Automatic,3.2L V6 24V MPFI DOHC,1C4PJMBX7LD563475,A10757,21349
2021,GMC,Yukon XL Denali,Used,87986,4.9,3,Dealer,Volkswagen of Inver Grove,4.9,751,1325 50th St E Inver Grove Heights,MN,55077,Fair,5.0,5.0,5.0,4.3,5.0,5.0,Four-wheel Drive,14,19,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,1GKS2JKL2MR231827,IG5548X,14704
2019,Honda,CR-V EX,Honda Certified,32390,4.8,540,Dealer,Inver Grove Honda,4.9,2344,4625 S Robert Trail Inver Grove Heights,MN,55077,Good,4.8,4.8,4.7,4.7,4.8,4.8,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW2H52KL021641,P12762,14056
2021,Audi,Q5 Premium Plus,Used,46599,4.6,16,Dealer,Walser Honda,4.7,589,14800 Buck Hill Rd Burnsville,MN,55306,Good,4.6,4.4,4.7,4.2,4.5,4.7,All-wheel Drive,23,28,Hybrid,Automatic,Intercooled Turbo Gas/Electric I-4 2.0 L/121,WA1BAAFY4M2131154,8BF833T,15513
2021,Mazda,Mazda3 Premium,Used,31998,4.9,18,Dealer,Walser Mazda,4.8,1251,14720 Buck Hill Rd Burnsville,MN,55306,Great,4.8,4.8,4.9,4.9,4.9,4.8,All-wheel Drive,25,31,Gasoline,Automatic,Regular Unleaded I-4 2.5 L/152,JM1BPBML0M1303994,12AQ994L,8766
2019,Honda,Odyssey EX-L,Used,36625,4.6,133,Dealer,Luther Nissan Kia,4.8,4160,1470 50th St E Inver Grove Heights,MN,55077,Good,4.8,4.6,4.5,4.3,4.7,4.5,Front-wheel Drive,19,28,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H7XKB118810,25051A,42107
2019,Lincoln,Nautilus Reserve,Used,42999,4.7,100,Dealer,Apple Ford Lincoln Apple Valley,4.7,1608,7200 150th St W Apple Valley,MN,55124,Good,4.9,4.6,4.6,4.4,4.9,4.7,All-wheel Drive,20,25,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2LMPJ8L98KBL21595,A5344A,18901
2019,BMW,X1 xDrive28i,BMW Certified,36680,4.7,17,Dealer,BMW of Minnetonka,4.8,1615,15802 Wayzata Blvd Minnetonka,MN,55391,Good,4.8,4.6,4.8,4.7,4.8,4.6,All-wheel Drive,22,31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBXHT3C5XK5N23618,B11869A,14428
2021,GMC,Yukon XL Denali,Used,88998,4.9,3,Dealer,Walser Buick GMC Roseville,4.7,429,2775 Long Lake Rd Roseville,MN,55113,Fair,5.0,5.0,5.0,4.3,5.0,5.0,Four-wheel Drive,14,19,Gasoline,Automatic,Gas V8 6.2L/,1GKS2JKL6MR338265,14BY305P,16275
2021,BMW,330 i xDrive,Used,47980,4.9,11,Dealer,BMW of Minnetonka,4.8,1615,15802 Wayzata Blvd Minnetonka,MN,55391,Good,4.8,4.8,4.9,4.8,4.9,4.7,All-wheel Drive,25,34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3MW5R7J09M8B96404,SB58090,12019
2021,BMW,330 i xDrive,Used,47980,4.9,11,Dealer,BMW of Minnetonka,4.8,1615,15802 Wayzata Blvd Minnetonka,MN,55391,Good,4.8,4.8,4.9,4.8,4.9,4.7,All-wheel Drive,25,34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3MW5R7J07M8B96627,SB58092,14625
2019,BMW,X3 xDrive30i,BMW Certified,42880,4.7,100,Dealer,BMW of Minnetonka,4.8,1615,15802 Wayzata Blvd Minnetonka,MN,55391,Good,4.7,4.7,4.8,4.3,4.8,4.6,All-wheel Drive,22,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTR9C53KLR06948,B11830A,16150
2021,BMW,X3 xDrive30i,Used,45980,4.7,29,Dealer,BMW of Minnetonka,4.8,1615,15802 Wayzata Blvd Minnetonka,MN,55391,Good,4.8,4.7,4.8,4.5,4.8,4.6,All-wheel Drive,23,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTY5C00M9G54269,SB58096,14592
2021,BMW,330 i xDrive,Used,42780,4.9,11,Dealer,BMW of Minnetonka,4.8,1615,15802 Wayzata Blvd Minnetonka,MN,55391,Great,4.8,4.8,4.9,4.8,4.9,4.7,All-wheel Drive,25,34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3MW5R7J06M8B86915,SB58089,15866
2021,BMW,X3 xDrive30i,Used,46980,4.7,29,Dealer,BMW of Minnetonka,4.8,1615,15802 Wayzata Blvd Minnetonka,MN,55391,Good,4.8,4.7,4.8,4.5,4.8,4.6,All-wheel Drive,23,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTY5C02M9H06887,SB58100,13922
2021,BMW,330 i xDrive,Used,44980,4.9,11,Dealer,BMW of Minnetonka,4.8,1615,15802 Wayzata Blvd Minnetonka,MN,55391,Good,4.8,4.8,4.9,4.8,4.9,4.7,All-wheel Drive,25,34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3MW5R7J07M8B96546,SB58091,14179
2021,Volkswagen,Atlas 3.6 V6 SEL Premium,Used,46999,4.8,42,Dealer,Lexus of Wayzata,4.8,1891,16100 Wayzata Blvd Wayzata,MN,55391,Great,4.9,4.7,4.8,4.9,4.9,4.9,All-wheel Drive,16,22,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2TR2CA9MC525726,L210862A,10638
2021,BMW,540 i xDrive,Used,60980,4.9,3,Dealer,BMW of Minnetonka,4.8,1615,15802 Wayzata Blvd Minnetonka,MN,55391,Good,5.0,5.0,5.0,4.7,5.0,4.7,All-wheel Drive,23,31,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA73BJ02MWX35823,SB58103,15552
2021,BMW,X3 xDrive30i,Used,45980,4.7,29,Dealer,BMW of Minnetonka,4.8,1615,15802 Wayzata Blvd Minnetonka,MN,55391,Good,4.8,4.7,4.8,4.5,4.8,4.6,All-wheel Drive,23,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTY5C0XM9G70723,SB58097,15591
2019,BMW,X3 xDrive30i,BMW Certified,39480,4.7,100,Dealer,BMW of Minnetonka,4.8,1615,15802 Wayzata Blvd Minnetonka,MN,55391,Good,4.7,4.7,4.8,4.3,4.8,4.6,All-wheel Drive,22,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTR9C54KLE14027,P58110,42885
2014,Ford,Escape Titanium,Used,20980,4.4,458,Dealer,BMW of Minnetonka,4.8,1615,15802 Wayzata Blvd Minnetonka,MN,55391,Good,4.4,4.4,4.4,4.3,4.6,4.4,Four-wheel Drive,22,30,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1FMCU9J9XEUE40290,B11929A,30439
2021,Dodge,Durango R/T,Used,51980,4.8,27,Dealer,BMW of Minnetonka,4.8,1615,15802 Wayzata Blvd Minnetonka,MN,55391,Great,4.9,4.9,4.7,4.4,4.9,4.8,All-wheel Drive,14,22,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C4SDJCT9MC805394,SB57931AB,13176
2020,Jeep,Cherokee Trailhawk,Used,32999,4.8,153,Dealer,Fury Motors Saint Paul,4.5,398,1000 Concord St S South St Paul,MN,55075,Good,4.8,4.8,4.8,4.8,4.8,4.8,Four-wheel Drive,18,24,Gasoline,9-Speed Automatic,3.2L V6 24V MPFI DOHC,1C4PJMBX5LD514291,Z13399,28177
2018,Subaru,Crosstrek 2.0i Premium,Used,20754,4.8,344,Dealer,RAVMOTORS of Crystal,4.7,192,5241 W Broadway Ave Minneapolis,MN,55429,Great,4.8,4.8,4.6,4.8,4.9,4.9,All-wheel Drive,27,33,Gasoline,Automatic CVT,2.0L H4 16V GDI DOHC,JF2GTABC7JH301565,C207785S,41179
2017,Kia,Sorento LX,Used,20750,4.8,489,Dealer,Apple Chrysler Dodge Jeep Ram of Shakopee,3.8,22,1684 Weston Ct Shakopee,MN,55379,Great,4.8,4.8,4.7,4.8,4.8,4.8,All-wheel Drive,21,25,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,5XYPGDA32HG245057,D6967H,63329
2019,Ford,Expedition Max XLT,Used,39985,4.9,23,Dealer,Apple Ford Shakopee,4.7,808,1624 Weston Ct Shakopee,MN,55379,Great,5.0,4.8,5.0,4.6,5.0,5.0,Four-wheel Drive,16,21,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1FMJK1JT3KEA43892,S12785Z,83656
2021,Acura,TLX A-Spec,Used,45995,4.7,21,Dealer,Luther Brookdale Honda,4.6,6208,6800 Brooklyn Blvd Minneapolis,MN,55429,Good,4.8,4.8,4.7,4.5,4.8,4.6,All-wheel Drive,21,29,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,19UUB6F52MA801354,P31033,19488
2021,Subaru,Ascent Limited 8-Passenger,Subaru Certified,39747,4.7,30,Dealer,Morrie's Brooklyn Park Subaru,4.7,851,7885 Brooklyn Blvd Minneapolis,MN,55445,Great,4.8,4.8,4.7,4.7,4.5,4.7,All-wheel Drive,20,26,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMAJDXM3439096,6R10455,14458
2019,Chevrolet,Silverado 1500 High Country,Chevrolet Certified,51444,4.3,246,Dealer,Jeff Belzer's Lakeville,4.8,6625,21111 Cedar Ave Lakeville,MN,55044,Good,4.4,4.2,4.3,4.0,4.6,4.2,Four-wheel Drive,16,22,Gasoline,8-Speed Automatic,5.3L V8 16V GDI OHV,1GCUYHED5KZ395070,K231170A,21992
2017,Kia,Sorento LX,Used,19872,4.8,489,Dealer,Jeff Belzer's Lakeville,4.8,6625,21111 Cedar Ave Lakeville,MN,55044,Great,4.8,4.8,4.7,4.8,4.8,4.8,All-wheel Drive,18,25,Gasoline,6-Speed Automatic,3.3L V6 24V GDI DOHC,5XYPGDA53HG215678,K270273B,61769
2016,Mazda,CX-5 Touring,Used,19995,4.7,308,Dealer,Buerkle Hyundai,4.8,1072,3360 Highway 61 N Saint Paul,MN,55110,Good,4.6,4.6,4.7,4.7,4.8,4.7,All-wheel Drive,24,30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KE4CY4G0611461,252956A,78704
2019,Honda,Odyssey EX-L,Honda Certified,40999,4.6,133,Dealer,Buerkle Hyundai,4.8,1072,3360 Highway 61 N Saint Paul,MN,55110,Good,4.8,4.6,4.5,4.3,4.7,4.5,Front-wheel Drive,19,28,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H72KB111558,252883A,28604
2017,Ford,Expedition EL Limited,Used,31995,4.8,51,Dealer,AutoNation Ford White Bear Lake,4.4,1356,1493 Co Rd E East White Bear Lake,MN,55110,Good,4.9,4.6,4.8,4.6,4.7,4.8,Four-wheel Drive,15,19,Gasoline,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1FMJK2AT8HEA24009,HEA24009,88539
2021,BMW,330 i xDrive,Used,39627,4.9,11,Dealer,Jeff Belzer's Lakeville,4.8,6625,21111 Cedar Ave Lakeville,MN,55044,Great,4.8,4.8,4.9,4.8,4.9,4.7,All-wheel Drive,25,34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3MW5R7J05M8B85805,D237785A,16938
2018,Mazda,CX-5 Grand Touring,Used,24496,4.8,270,Dealer,Jeff Belzer's Lakeville,4.8,6625,21111 Cedar Ave Lakeville,MN,55044,Good,4.8,4.8,4.7,4.8,4.8,4.8,All-wheel Drive,24,30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFBDMXJ0379839,C214011H,84858
2021,Subaru,Ascent Limited 8-Passenger,Used,38995,4.7,30,Dealer,White Bear Subaru,4.7,5822,3505 Highway 61 Vadnais Heights,MN,55110,Great,4.8,4.8,4.7,4.7,4.5,4.7,All-wheel Drive,20,26,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMALD9M3413893,73916A,33488
2020,Jeep,Cherokee Trailhawk,Used,30850,4.8,153,Dealer,Coon Rapids Chrysler Dodge Jeep RAM,4.8,1410,10541 Woodcrest Dr NW Minneapolis,MN,55433,Great,4.8,4.8,4.8,4.8,4.8,4.8,Four-wheel Drive,18,24,Gasoline,9-Speed Automatic,3.2L V6 24V MPFI DOHC,1C4PJMBXXLD570436,R17080O,32981
2019,Ford,Escape SE,Used,19940,4.7,265,Dealer,Ace Auto Cars,4.3,6,16302 Jordan Ave Jordan,MN,55352,Great,4.8,4.7,4.7,4.6,4.7,4.7,Four-wheel Drive,22,28,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,1FMCU9GD1KUA09540,KUA09540,42019
2018,Chrysler,Pacifica Touring-L Plus,Used,26995,4.7,227,Dealer,Ace Auto Cars,4.3,6,16302 Jordan Ave Jordan,MN,55352,Great,4.8,4.8,4.7,4.5,4.8,4.6,Front-wheel Drive,19,28,E85 Flex Fuel,9-Speed Automatic,3.6L V6 24V MPFI DOHC Flexible Fuel,2C4RC1EG1JR227490,JR227490,45793
2013,Ford,Escape SEL,Used,14888,4.1,469,Dealer,Bedrock Motors,4.7,104,9901 Central Ave NE Blaine,MN,55434,Good,4.2,4.1,4.1,3.9,4.4,3.9,Front-wheel Drive,23,33,Gasoline,6-Speed Automatic,1.6L I4 16V GDI DOHC Turbo,1FMCU0HX1DUA29410,C1750,60343
2020,Lincoln,Nautilus Reserve,Used,48385,4.8,40,Dealer,Carlson Toyota,4.6,570,12880 Riverdale Dr NW Coon Rapids,MN,55448,Good,4.9,4.8,4.8,4.7,4.9,4.8,All-wheel Drive,20,25,Gasoline,8-Speed Automatic,2.7L V6 24V GDI DOHC Twin Turbo,2LMPJ8KPXLBL23043,40750A,31734
2020,Toyota,RAV4 LE,Toyota Certified,31885,4.7,166,Dealer,Carlson Toyota,4.6,570,12880 Riverdale Dr NW Coon Rapids,MN,55448,Good,4.8,4.8,4.7,4.6,4.8,4.8,All-wheel Drive,27,34,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,2T3F1RFV7LC079120,40796A,15562
2020,Jeep,Cherokee Trailhawk,Used,31591,4.8,153,Dealer,Fury Motors Stillwater,4.8,383,12969 60th St N Stillwater,MN,55082,Great,4.8,4.8,4.8,4.8,4.8,4.8,Four-wheel Drive,18,24,Gasoline,9-Speed Automatic,3.2L V6 24V MPFI DOHC,1C4PJMBX8LD532526,Z72618,26946
2018,Mazda,CX-5 Grand Touring,Used,23799,4.8,270,Dealer,Bedrock Motors,4.2,83,13830 Northdale Blvd Rogers,MN,55374,Good,4.8,4.8,4.7,4.8,4.8,4.8,All-wheel Drive,24,30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFBDM2J0374277,11227,89368
2020,Toyota,RAV4 XLE,Used,36688,4.7,166,Dealer,Luther Hudson Chrysler Dodge Jeep RAM,4.7,2046,1200 Carmichael Rd Hudson,WI,54016,Good,4.8,4.8,4.7,4.6,4.8,4.8,All-wheel Drive,27,33,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,2T3P1RFV9LW094706,L9733A,12106
2020,Ford,F-150 Lariat,Used,51599,4.8,219,Dealer,Cornerstone Ford Chrysler,4.7,482,17219 US-10 Elk River,MN,55330,Great,4.9,4.8,4.8,4.7,4.8,4.8,Four-wheel Drive,18,23,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,1FTEW1EP8LFB07752,B7734,19702
2020,Lincoln,Nautilus Reserve,Used,44255,4.8,40,Dealer,Morrie's Buffalo Ford,4.6,468,702 East Hwy 55 Buffalo,MN,55313,Great,4.9,4.8,4.8,4.7,4.9,4.8,All-wheel Drive,20,25,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2LMPJ8K9XLBL18507,9P31503,19729
2020,Jeep,Grand Cherokee Limited,Used,37957,4.8,150,Dealer,Harry Browns Chrysler Dodge Jeep RAM,4.9,838,1747 Grant St NW Faribault,MN,55021,Great,4.9,4.8,4.8,4.7,4.9,4.8,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG9LC122084,16564,16975
2019,Ford,Escape SE,Used,21265,4.7,265,Dealer,Weelborg Chevrolet Buick of Glencoe LLC,4.6,12,2305 10th St E Glencoe,MN,55336,Great,4.8,4.7,4.7,4.6,4.7,4.7,Four-wheel Drive,22,28,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,1FMCU9GD4KUB58931,UT21348,64472
2019,Chevrolet,Trax LT,Chevrolet Certified,21647,4.3,151,Dealer,Weelborg Chevrolet Buick of Glencoe LLC,4.6,12,2305 10th St E Glencoe,MN,55336,Great,4.4,4.3,4.2,4.2,4.4,4.4,All-wheel Drive,24,29,Gasoline,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,3GNCJPSB9KL363010,UT22121,11220
2020,Lincoln,Aviator Reserve AWD,Used,59918,4.0,88,Dealer,Holt Motors,4.9,520,245 Cokato St W Cokato,MN,55321,Great,4.4,4.4,4.1,3.5,4.5,3.5,All-wheel Drive,17,24,Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,5LM5J7XC5LGL22617,75703,19291
2019,Ford,Expedition Max XLT,Used,41999,4.9,23,Dealer,Tenvoorde Ford,4.6,2033,185 Roosevelt Rd St Cloud,MN,56301,Good,5.0,4.8,5.0,4.6,5.0,5.0,Four-wheel Drive,16,21,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1FMJK1JT7KEA37061,220205A,74243
