Year,Make,Model,used_or_new,Price,ConsumerRating,ConsumerReviews,SellerType,SellerName,SellerRating,SellerReviews,StreetName,State,Zipcode,DealType,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,VIN,Stock,Mileage
2019,BMW,X7 xDrive40i,Used,"$70,200 ",4.1,22,Dealer,Motorwerks BMW,4.7,1669,1300 American Boulevard West Bloomington,MN,55420,Fair,4.5,4.6,4,3.4,4.5,3.5,All-wheel Drive,20,25,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCW2C53KL088718,BN02564T,31507
2019,BMW,X5 xDrive40i,Used,"$54,670 ",4.7,55,Dealer,Motorwerks BMW,4.7,1669,1300 American Boulevard West Bloomington,MN,55420,Fair,5,4.9,4.9,4.4,4.7,4.6,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C50KLL10954,BN09189T,32415
2016,Audi,A6 3.0T Prestige,Used,"$30,725 ",4.8,45,Dealer,Motorwerks BMW,4.7,1669,1300 American Boulevard West Bloomington,MN,55420,Good,4.9,4.9,4.8,4.6,4.8,4.8,All-wheel Drive,20,29,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,WAUHGAFCXGN021499,BK47820U,48498
2019,Audi,Q5 2.0T Premium Plus,Used,"$43,949 ",4.7,42,Dealer,Audi Richfield,4.1,8,1401 E 77th St Richfield,MN,55423,Good,4.8,4.6,4.7,4.5,4.7,4.7,All-wheel Drive,22,27,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WA1BNAFY9K2087671,K2087671,16499
2020,Subaru,Ascent Touring 7-Passenger,Used,"$41,989 ",4.8,83,Dealer,Luther Bloomington Subaru,4.7,5148,7801 Lyndale Ave S Bloomington,MN,55420,Good,4.8,4.8,4.8,4.7,4.9,4.8,All-wheel Drive,20,26,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMARD9L3432840,62077A,27103
2017,GMC,Acadia Limited Limited,Used,"$27,998 ",4.7,61,Dealer,Walser Buick GMC Bloomington,4.6,399,4601 American Blvd West Bloomington,MN,55437,Fair,4.9,4.8,4.7,4.5,4.8,4.7,All-wheel Drive,15,22,Gasoline,Automatic,Gas V6 3.6L/217,1GKKVSKD5HJ149455,4AK611T,78193
2022,Mercedes-Benz,GLB 250 Base 4MATIC,Used,"$48,405 ",4.9,4,Dealer,Feldmann Imports,4.8,630,4901 American Blvd W Bloomington,MN,55437,Great,4.8,5,4.8,4.8,4.8,5,All-wheel Drive,23,31,Gasoline,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,W1N4M4HBXNW187487,B2432,4402
2012,INFINITI,G37x Base,Used,"$15,763 ",4.7,9,Dealer,Luther Bloomington Hyundai,4.7,5557,4801 American Blvd W Bloomington,MN,55437,Good,4.6,4.2,5,4.9,4.9,4.7,All-wheel Drive,18,25,Gasoline,7-Speed Automatic,3.7L V6 24V MPFI DOHC,JN1CV6AR5CM975544,2398A,98047
2020,Hyundai,Tucson Ultimate,Used,"$34,000 ",4.7,171,Dealer,Luther Bloomington Hyundai,4.7,5557,4801 American Blvd W Bloomington,MN,55437,Good,4.8,4.8,4.7,4.7,4.8,4.8,All-wheel Drive,21,26,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,KM8J3CALXLU223984,P9992,12933
2021,GMC,Yukon Denali,Used,"$87,998 ",4,24,Dealer,Walser Buick GMC Bloomington,4.6,399,4601 American Blvd West Bloomington,MN,55437,Fair,4.3,4.5,4.2,3.4,4.7,3.5,Four-wheel Drive,14,19,Gasoline,Automatic,Gas V8 6.2L/,1GKS2DKLXMR227560,14BX151P,24563
2018,Mercedes-Benz,GLC 300 Base 4MATIC,Used,"$36,408 ",4.7,126,Dealer,Feldmann Imports,4.8,630,4901 American Blvd W Bloomington,MN,55437,Fair,4.8,4.7,4.6,4.5,4.8,4.6,All-wheel Drive,21,28,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDC0G4KB0JV055001,P14878A,37947
2019,Mercedes-Benz,C-Class C 300 4MATIC,Used,"$34,333 ",4.8,40,Dealer,Feldmann Imports,4.8,630,4901 American Blvd W Bloomington,MN,55437,Good,4.8,4.8,4.8,4.5,4.8,4.7,All-wheel Drive,22,33,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,55SWF8EB9KU283759,B2652A,45302
2019,Toyota,Highlander XLE,Used,"$38,998 ",4.6,363,Dealer,Walser Toyota,4.6,1179,4401 American Blvd W Minneapolis,MN,55437,Great,4.8,4.7,4.6,4.5,4.7,4.6,All-wheel Drive,20,26,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/211,5TDJZRFHXKS711653,3BK067A,28695
2017,GMC,Acadia Limited Limited,Used,"$24,997 ",4.7,61,Dealer,North Imports,4.5,15,1705 Highway 13 East Burnsville,MN,55337,Great,4.9,4.8,4.7,4.5,4.8,4.7,All-wheel Drive,15,22,Gasoline,Automatic 6-Speed,V6 Cylinder Engine,1GKKVSKD6HJ263898,3898,38708
2018,Toyota,RAV4 Limited,Used,"$33,675 ",4.8,770,Dealer,Luther Westside VW,4.7,5158,2370 Highway 100 S Minneapolis,MN,55416,Good,4.8,4.7,4.8,4.7,4.8,4.9,All-wheel Drive,22,28,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,JTMDFREV4JD251347,P30584A,45263
2017,Chevrolet,Cruze LT,Used,"$14,997 ",4.8,413,Dealer,North Imports,4.5,15,1705 Highway 13 East Burnsville,MN,55337,Good,4.8,4.7,4.7,4.7,4.8,4.8,Front-wheel Drive,29,38,Gasoline,Automatic 6-Speed,4 Cylinder Engine,3G1BE6SM0HS587634,7634,75453
2017,Subaru,Impreza 2.0i,Used,"$16,823 ",4.8,175,Dealer,North Imports,4.5,15,1705 Highway 13 East Burnsville,MN,55337,Great,4.7,4.7,4.6,4.8,4.8,4.8,All-wheel Drive,28,38,Gasoline,CVT 7-Speed,4 Cylinder Engine,4S3GKAA68H3601314,1314,40060
2019,Honda,CR-V EX-L,Honda Certified,"$32,995 ",4.8,540,Dealer,Luther Hopkins Honda ,4.8,2127,250 5th Ave S Hopkins,MN,55343,Good,4.8,4.8,4.7,4.7,4.8,4.8,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H87KE017348,221325A,18005
2016,Mazda,CX-5 Sport,Used,"$16,987 ",4.7,308,Dealer,North Imports,4.5,15,1705 Highway 13 East Burnsville,MN,55337,Great,4.6,4.6,4.7,4.7,4.8,4.7,All-wheel Drive,24,30,Gasoline,Automatic 6-Speed,4 Cylinder Engine,JM3KE4BYAG0758459,8459,41948
2021,RAM,1500 Laramie,RAM Certified,"$55,500 ",4.8,92,Dealer,Dodge RAM of Burnsville,4.7,580,12101 I-35W Burnsville,MN,55337,Good,4.9,4.9,4.8,4.6,4.9,4.8,Four-wheel Drive,19,24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6SRFJT5MN566035,N68691A,36179
2018,Honda,HR-V LX,Used,"$17,997 ",4.7,205,Dealer,Import Auto Sales,4.2,100,730 Florida Ave S Golden Valley,MN,55426,Great,4.7,4.5,4.7,4.6,4.8,4.8,All-wheel Drive,27,31,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H38JM704033,I0224033,42436
2018,BMW,X2 xDrive28i,Used,"$25,742 ",4.7,42,Dealer,RAVMOTORS,4.9,1083,3635 Minnesota 13 W Burnsville,MN,55337,Great,4.6,4.7,4.7,4.5,4.9,4.5,All-wheel Drive,21,31,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBXYJ5C31JEF72465,B205512S,33600
2020,Kia,Sorento LX,Used,"$24,397 ",4.7,76,Dealer,Hertz Car Sales Minneapolis,5,3,12750 W. Frontage Rd. Burnsville,MN,55337,Good,4.8,4.7,4.7,4.6,4.8,4.7,All-wheel Drive,18,24,Gasoline,8-Speed Automatic,3.3L V6 24V GDI DOHC,5XYPGDA57LG613842,42307,64393
2017,BMW,X5 xDrive35i,Used,"$38,777 ",4.7,77,Dealer,Morrie's West End Lincoln,3.3,15,6475 Wayzata Blvd Minneapolis,MN,55426,Good,4.8,4.7,4.7,4.4,4.8,4.7,All-wheel Drive,18,24,Gasoline,8-Speed Automatic,Straight 6 Cylinder Engine,5UXKR0C30H0V80784,LB11819,52932
2017,Nissan,Rogue S,Used,"$16,985 ",4.7,547,Dealer,RAVMOTORS,4.9,1083,3635 Minnesota 13 W Burnsville,MN,55337,Great,4.7,4.7,4.6,4.7,4.8,4.7,All-wheel Drive,25,32,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,JN8AT2MV3HW013092,B206593S,47061
2021,Tesla,Model Y Performance,Used,"$74,206 ",4,15,Dealer,Audi Minneapolis,4.8,1100,9393 Wayzata Blvd Minneapolis,MN,55426,Great,4.1,4.2,4.3,3.7,4.2,3.8,All-wheel Drive,115,106,Electric,1-Speed Automatic,Electric,5YJYGDEF6MF257741,AM2485,14480
2017,BMW,X5 xDrive35i,Used,"$33,959 ",4.7,77,Dealer,Audi Minneapolis,4.8,1100,9393 Wayzata Blvd Minneapolis,MN,55426,Good,4.8,4.7,4.7,4.4,4.8,4.7,All-wheel Drive,18,24,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXKR0C5XH0U52425,M7522A,67558
2019,Jeep,Grand Cherokee Limited,Used,"$37,630 ",4.8,224,Dealer,Audi Minneapolis,4.8,1100,9393 Wayzata Blvd Minneapolis,MN,55426,Good,4.9,4.9,4.8,4.6,4.9,4.8,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG1KC737050,M7558A,15121
2019,Mazda,CX-9 Touring,Used,"$32,799 ",5,52,Dealer,Walser Mazda,4.8,1250,14720 Buck Hill Rd Burnsville,MN,55306,Great,5,4.9,4.9,5,5,4.9,All-wheel Drive,20,26,Gasoline,Automatic,Intercooled Turbo Regular Unleaded I-4 2.5 L/152,JM3TCBCY3K0325317,12AQ542L,28220
2020,Mazda,CX-5 Grand Touring,Used,"$32,998 ",4.9,140,Dealer,Walser Mazda,4.8,1250,14720 Buck Hill Rd Burnsville,MN,55306,Great,4.9,4.9,4.8,4.8,4.9,4.9,All-wheel Drive,24,30,Gasoline,Automatic,Regular Unleaded I-4 2.5 L/152,JM3KFBDM5L1813937,12AQ742T,11754
2013,BMW,328 i xDrive,Used,"$19,300 ",4.6,159,Dealer,iDeal Auto Imports,4.6,36,7980 Wallace Rd Eden Prairie,MN,55344,Fair,4.7,4.6,4.8,4.4,4.8,4.6,All-wheel Drive,22,33,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA3B3C53DF540670,20967,57949
2017,Lincoln,MKC Select,Used,"$26,998 ",4.8,135,Dealer,Walser Mazda,4.8,1250,14720 Buck Hill Rd Burnsville,MN,55306,Good,4.8,4.7,4.8,4.7,4.9,4.7,All-wheel Drive,19,25,Gasoline,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,5LMCJ2D92HUL14048,12AQ715T,46962
2021,Mazda,CX-5 Touring,Used,"$31,998 ",4.8,85,Dealer,Walser Mazda,4.8,1250,14720 Buck Hill Rd Burnsville,MN,55306,Great,4.8,4.8,4.8,4.7,4.8,4.8,All-wheel Drive,24,30,Gasoline,Automatic,Regular Unleaded I-4 2.5 L/152,JM3KFBCM1M0423815,12AQ738L,10545
2021,Toyota,Corolla LE,Toyota Certified,"$28,479 ",4.8,74,Dealer,Burnsville Toyota,4.8,948,14730 Buck Hill Rd Burnsville,MN,55306,Fair,4.8,4.7,4.8,4.7,4.9,4.9,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,5YFEPMAE3MP270256,1029589,12112
2019,Honda,CR-V EX-L,Used,"$30,998 ",4.8,540,Dealer,Walser Honda,4.7,587,14800 Buck Hill Rd Burnsville,MN,55306,Good,4.8,4.8,4.7,4.7,4.8,4.8,All-wheel Drive,27,33,Gasoline,Variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,7FARW2H80KE016445,8BF536L,31012
2017,GMC,Acadia Limited Limited,Used,"$27,688 ",4.7,61,Dealer,Morrie's Minnetonka Mazda,4.7,1168,13700 Wayzata Blvd Minnetonka,MN,55305,Good,4.9,4.8,4.7,4.5,4.8,4.7,All-wheel Drive,15,22,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,1GKKVSKD1HJ231571,2P23967,61322
2020,Lincoln,Aviator Reserve AWD,Used,"$54,999 ",4,88,Dealer,Apple Ford Lincoln Apple Valley,4.7,1606,7200 150th St W Apple Valley,MN,55124,Good,4.4,4.4,4.1,3.5,4.5,3.5,All-wheel Drive,17,24,Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,5LM5J7XC7LGL16933,28522Z,39833
2015,Ford,Edge Titanium,Ford Certified,"$22,999 ",4.7,151,Dealer,Apple Ford Lincoln Apple Valley,4.7,1606,7200 150th St W Apple Valley,MN,55124,Good,4.8,4.7,4.6,4.5,4.7,4.6,All-wheel Drive,20,28,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2FMPK4K92FBB07162,A5359A,73153
2015,Jeep,Grand Cherokee Limited,Used,"$25,498 ",4.8,296,Dealer,Morrie's Minnetonka Ford,4.4,485,13400 Wayzata Blvd Hopkins,MN,55305,Great,4.9,4.8,4.8,4.6,4.9,4.7,Four-wheel Drive,17,24,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG0FC237144,FP14211,52060
2016,Mazda,CX-5 Sport,Used,"$22,599 ",4.7,308,Dealer,Walser Nissan Wayzata,4.5,483,15906 Wayzata Blvd Wayzata,MN,55391,Great,4.6,4.6,4.7,4.7,4.8,4.7,All-wheel Drive,24,30,Gasoline,Automatic,Regular Unleaded I-4 2.5 L/152,JM3KE4BY3G0781036,14BX757P,41888
2019,BMW,X5 xDrive40i,Used,"$55,980 ",4.7,55,Dealer,BMW of Minnetonka,4.8,1614,15802 Wayzata Blvd Minnetonka,MN,55391,Good,5,4.9,4.9,4.4,4.7,4.6,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C55KLL06446,B11706A,32458
2017,BMW,X5 xDrive35i,Used,"$38,480 ",4.7,77,Dealer,BMW of Minnetonka,4.8,1614,15802 Wayzata Blvd Minnetonka,MN,55391,Good,4.8,4.7,4.7,4.4,4.8,4.7,All-wheel Drive,18,24,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXKR0C30H0V82910,B11679B,44624
2019,BMW,X3 xDrive30i,BMW Certified,"$39,780 ",4.7,100,Dealer,BMW of Minnetonka,4.8,1614,15802 Wayzata Blvd Minnetonka,MN,55391,Great,4.7,4.7,4.8,4.3,4.8,4.6,All-wheel Drive,22,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTR9C54KLP93074,B11623B,30163
2019,BMW,330 i xDrive,BMW Certified,"$41,380 ",4.9,30,Dealer,BMW of Minnetonka,4.8,1614,15802 Wayzata Blvd Minnetonka,MN,55391,Good,4.9,4.9,5,4.6,4.9,4.9,All-wheel Drive,25,34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA5R7C56KAJ84205,B11579C,18997
2019,BMW,X3 xDrive30i,Used,"$39,980 ",4.7,100,Dealer,BMW of Minnetonka,4.8,1614,15802 Wayzata Blvd Minnetonka,MN,55391,Good,4.7,4.7,4.8,4.3,4.8,4.6,All-wheel Drive,22,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTR9C53KLR04195,B11408A,31675
2020,Lexus,GX 460 Base,Used,"$56,699 ",4.9,22,Dealer,Lexus of Wayzata,4.8,1861,16100 Wayzata Blvd Wayzata,MN,55391,Fair,5,4.9,4.9,4.8,5,5,Four-wheel Drive,15,19,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJAM7BX5L5242458,PJR89,31386
2020,Lexus,GX 460 Base,Used,"$56,999 ",4.9,22,Dealer,Lexus of Wayzata,4.8,1861,16100 Wayzata Blvd Wayzata,MN,55391,Good,5,4.9,4.9,4.8,5,5,Four-wheel Drive,15,19,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJAM7BX6L5262556,RSL67,18715
2020,Honda,CR-V EX-L,Used,"$35,299 ",4.8,269,Dealer,Walser Nissan Wayzata,4.5,483,15906 Wayzata Blvd Wayzata,MN,55391,Good,4.9,4.8,4.8,4.8,4.9,4.9,All-wheel Drive,27,32,Gasoline,Variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,2HKRW2H83LH681211,24AI115T,25148
2019,BMW,X5 xDrive40i,BMW Certified,"$51,980 ",4.7,55,Dealer,BMW of Minnetonka,4.8,1614,15802 Wayzata Blvd Minnetonka,MN,55391,Fair,5,4.9,4.9,4.4,4.7,4.6,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C53KLL11628,B11541A,52090
2020,Lincoln,Aviator Reserve AWD,Used,"$59,998 ",4,88,Dealer,Walser Nissan Wayzata,4.5,483,15906 Wayzata Blvd Wayzata,MN,55391,Great,4.4,4.4,4.1,3.5,4.5,3.5,All-wheel Drive,17,24,Gasoline,Automatic,Twin Turbo Premium Unleaded V-6 3.0 L/183,5LM5J7XC2LGL15785,14BX802P,10618
2020,Subaru,Ascent Touring 7-Passenger,Used,"$31,754 ",4.8,83,Dealer,RAVMOTORS of Crystal,4.7,192,5241 W Broadway Ave Minneapolis,MN,55429,Great,4.8,4.8,4.8,4.7,4.9,4.8,All-wheel Drive,20,26,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMARD3L3445339,C206657S,47226
2018,Honda,HR-V LX,Used,"$18,942 ",4.7,205,Dealer,RAVMOTORS of Crystal,4.7,192,5241 W Broadway Ave Minneapolis,MN,55429,Great,4.7,4.5,4.7,4.6,4.8,4.8,All-wheel Drive,27,31,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H31JG718063,C204458S,43161
2019,Honda,Civic Sport,Used,"$18,952 ",4.9,275,Dealer,RAVMOTORS of Crystal,4.7,192,5241 W Broadway Ave Minneapolis,MN,55429,Great,4.8,4.8,4.9,4.8,4.9,4.9,Front-wheel Drive,29,37,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F84KH509793,C202155S,75988
2017,Subaru,Outback 2.5i Limited,Used,"$21,574 ",4.8,367,Dealer,RAVMOTORS of Crystal,4.7,192,5241 W Broadway Ave Minneapolis,MN,55429,Great,4.8,4.7,4.7,4.7,4.7,4.8,All-wheel Drive,25,32,Gasoline,Automatic CVT,2.5L H4 16V MPFI DOHC,4S4BSAKC9H3332623,C205576S,53012
2017,Honda,Accord LX,Used,"$17,352 ",4.8,572,Dealer,RAVMOTORS of Crystal,4.7,192,5241 W Broadway Ave Minneapolis,MN,55429,Great,4.8,4.8,4.8,4.8,4.8,4.9,Front-wheel Drive,27,36,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCR2F31HA208475,C205484S,65076
2016,BMW,535 i xDrive,Used,"$23,572 ",4.7,28,Dealer,RAVMOTORS of Crystal,4.7,192,5241 W Broadway Ave Minneapolis,MN,55429,Good,4.8,4.7,4.7,4.4,4.7,4.7,All-wheel Drive,20,29,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA5B3C52GG252436,C206648SC,60237
2017,Lincoln,MKC Select,Used,"$27,650 ",4.8,135,Dealer,Apple Chrysler Dodge Jeep Ram of Shakopee,3.8,22,1684 Weston Ct Shakopee,MN,55379,Good,4.8,4.7,4.8,4.7,4.9,4.7,All-wheel Drive,19,25,Gasoline,6-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,5LMTJ2DH7HUL68940,RD6812A,37426
2017,GMC,Acadia Limited Limited,Used,"$23,995 ",4.7,61,Dealer,Luther Brookdale Chevrolet,4.7,1279,6701 Brooklyn Blvd BROOKLYN CENTER,MN,55429,Good,4.9,4.8,4.7,4.5,4.8,4.7,All-wheel Drive,15,22,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,1GKKVSKD1HJ201504,G62117A,93960
2017,INFINITI,QX30 Premium,Used,"$24,990 ",4.2,44,Dealer,Schmelz Countryside Alfa Romeo FIAT Saab VW,4.4,251,1180 MN-36 Maplewood,MN,55109,Fair,4.3,4.2,4.2,4.1,4.5,4.2,All-wheel Drive,21,30,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,SJKCH5CR6HA036405,7N2171,52856
2020,RAM,1500 Laramie,Used,"$47,995 ",4.8,201,Dealer,Luther Brookdale Honda,4.6,6136,6800 Brooklyn Blvd Minneapolis,MN,55429,Good,4.9,4.9,4.8,4.6,4.8,4.7,Four-wheel Drive,19,24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6SRFJT9LN148205,P30664A,43675
2019,BMW,330 i xDrive,Used,"$34,790 ",4.9,30,Dealer,Porsche St. Paul,4.9,146,2490 W Maplewood Dr Maplewood,MN,55109,Good,4.9,4.9,5,4.6,4.9,4.9,All-wheel Drive,25,34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3MW5R7J54K8A26492,F2884B,49676
2019,Mazda,CX-9 Touring,Used,"$32,199 ",5,52,Dealer,Morrie's Brooklyn Park Subaru,4.7,848,7885 Brooklyn Blvd Minneapolis,MN,55445,Great,5,4.9,4.9,5,5,4.9,All-wheel Drive,20,26,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,JM3TCBCY0K0317417,6U14421,27261
2019,Volvo,XC60 T6 Momentum,Used,"$41,277 ",4.9,82,Dealer,Morrie's Brooklyn Park Subaru,4.7,848,7885 Brooklyn Blvd Minneapolis,MN,55445,Good,5,4.9,4.9,4.8,4.9,4.9,All-wheel Drive,19,27,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A22RK4K1338526,6U14480,38216
2020,Lincoln,Aviator Reserve AWD,Used,"$54,995 ",4,88,Dealer,Friendly Chevrolet of Fridley,4.7,1035,7501 NE Highway 65 Fridley,MN,55432,Great,4.4,4.4,4.1,3.5,4.5,3.5,All-wheel Drive,17,24,Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,5LM5J7XC0LGL22623,14757PA,24226
2019,Hyundai,Sonata SEL,Used,"$23,599 ",4.8,152,Dealer,Walser Hyundai,4.9,1684,8100 Lakeland Ave N Brooklyn Park,MN,55445,Good,4.9,4.8,4.7,4.8,4.8,4.8,Front-wheel Drive,25,33,Gasoline,Automatic,Regular Unleaded I-4 2.4 L/144,5NPE34AF4KH778024,9AL878A,30830
2019,Honda,Odyssey EX-L,Used,"$40,427 ",4.6,133,Dealer,Buerkle Hyundai,4.8,1072,3360 Highway 61 N Saint Paul,MN,55110,Good,4.8,4.6,4.5,4.3,4.7,4.5,Front-wheel Drive,19,28,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H7XKB087087,P291876,31155
2021,Subaru,Outback Limited,Used,"$35,995 ",4.8,81,Dealer,Luther Subaru of White Bear,4.7,5757,3505 Highway 61 Vadnais Heights,MN,55110,Good,4.9,4.8,4.7,4.7,4.8,4.8,All-wheel Drive,26,33,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,4S4BTAMC4M3125108,R21514,14502
2019,Honda,Civic Sport,Honda Certified,"$26,667 ",4.9,275,Dealer,Buerkle Hyundai,4.8,1072,3360 Highway 61 N Saint Paul,MN,55110,Good,4.8,4.8,4.9,4.8,4.9,4.9,Front-wheel Drive,29,37,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,19XFC2F87KE012943,252785A,31662
2017,Toyota,RAV4 Limited,Used,"$28,995 ",4.8,591,Dealer,Luther Subaru of White Bear,4.7,5757,3505 Highway 61 Vadnais Heights,MN,55110,Great,4.8,4.7,4.7,4.7,4.8,4.9,All-wheel Drive,22,29,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,JTMDFREV6HJ167123,W21508,46254
2019,Hyundai,Sonata SEL,Used,"$22,998 ",4.8,152,Dealer,Walser Hyundai,4.9,1684,8100 Lakeland Ave N Brooklyn Park,MN,55445,Great,4.9,4.8,4.7,4.8,4.8,4.8,Front-wheel Drive,25,33,Gasoline,Automatic,Regular Unleaded I-4 2.4 L/144,5NPE34AF1KH779163,9AL944A,21805
2017,Chevrolet,Equinox Premier,Used,"$20,995 ",4.7,280,Dealer,Lupient KIA Nissan,4.9,2721,7911 Lakeland Ave N Minneapolis,MN,55445,Good,4.8,4.7,4.6,4.7,4.8,4.8,All-wheel Drive,20,28,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,2GNFLGEK4H6130958,LG15682A,84142
2019,Honda,CR-V Touring,Honda Certified,"$35,386 ",4.8,540,Dealer,Buerkle Hyundai,4.8,1072,3360 Highway 61 N Saint Paul,MN,55110,Good,4.8,4.8,4.7,4.7,4.8,4.8,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW2H92KL018970,252842A,13136
2017,Ford,F-150 XLT,Used,"$34,806 ",4.8,568,Dealer,Jeff Belzer's Lakeville,4.8,6595,21111 Cedar Ave Lakeville,MN,55044,Great,4.9,4.8,4.8,4.6,4.8,4.8,Four-wheel Drive,15,21,E85 Flex Fuel,6-Speed Automatic,5.0L V8 32V MPFI DOHC Flexible Fuel,1FTEW1EF2HKC20568,D237739A,57862
2016,BMW,535 i xDrive,Used,"$24,999 ",4.7,28,Dealer,White Bear Mitsubishi,4.9,1144,3400 Highway 61 White Bear Lake,MN,55110,Fair,4.8,4.7,4.7,4.4,4.7,4.7,All-wheel Drive,20,29,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA5B3C57GG255896,WB4916T,83846
2016,Ford,Explorer Limited,Used,"$28,764 ",4.5,220,Dealer,Lupient KIA Nissan,4.9,2721,7911 Lakeland Ave N Minneapolis,MN,55445,Great,4.7,4.5,4.6,4.3,4.7,4.4,Four-wheel Drive,16,23,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,1FM5K8F86GGC94397,LN22020A,36020
2015,Mazda,Mazda3 i Grand Touring,Used,"$19,764 ",4.7,133,Dealer,Lupient KIA Nissan,4.9,2721,7911 Lakeland Ave N Minneapolis,MN,55445,Good,4.5,4.6,4.5,4.7,4.8,4.8,Front-wheel Drive,30,41,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC,3MZBM1W76FM179896,LG15709A,44513
2017,Subaru,Outback 2.5i Limited,Used,"$27,995 ",4.8,367,Dealer,Luther Subaru of White Bear,4.7,5757,3505 Highway 61 Vadnais Heights,MN,55110,Good,4.8,4.7,4.7,4.7,4.7,4.8,All-wheel Drive,25,32,Gasoline,Automatic CVT,2.5L H4 16V MPFI DOHC,4S4BSANC0H3324969,73677A,31865
