Year,Make,Model,Used_or_New,Price,ConsumerRating,ConsumerReviews,SellerType,SellerName,SellerRating,SellerReviews,StreetName,State,Zipcode,DealType,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,VIN,Stock,Mileage
2020,Mazda,CX-5 Grand Touring,Used,"$32,875 ",4.9,140,Dealer,Luther Westside VW,4.7,5166,2370 Highway 100 S Minneapolis,MN,55416,Great,4.9,4.9,4.8,4.8,4.9,4.9,All-wheel Drive,24,30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFBDM7L0844743,P30356A,13887
2017,Chevrolet,Cruze LT,Used,"$14,997 ",4.8,413,Dealer,North Imports,4.5,15,1705 Highway 13 East Burnsville,MN,55337,Great,4.8,4.7,4.7,4.7,4.8,4.8,Front-wheel Drive,29,38,Gasoline,Automatic 6-Speed,4 Cylinder Engine,3G1BE6SM0HS587634,7634,75453
2017,GMC,Acadia Limited Limited,Used,"$24,997 ",4.7,61,Dealer,North Imports,4.5,15,1705 Highway 13 East Burnsville,MN,55337,Great,4.9,4.8,4.7,4.5,4.8,4.7,All-wheel Drive,15,22,Gasoline,Automatic 6-Speed,V6 Cylinder Engine,1GKKVSKD6HJ263898,3898,38708
2019,Honda,CR-V EX-L,Honda Certified,"$32,995 ",4.8,540,Dealer,Luther Hopkins Honda ,4.8,2131,250 5th Ave S Hopkins,MN,55343,Good,4.8,4.8,4.7,4.7,4.8,4.8,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H87KE017348,221325A,18005
2018,Honda,HR-V LX,Used,"$19,998 ",4.7,205,Dealer,Import Auto Sales,4.2,100,730 Florida Ave S Golden Valley,MN,55426,Great,4.7,4.5,4.7,4.6,4.8,4.8,All-wheel Drive,27,31,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H31JG727734,MS227734RE,21053
2018,Audi,A4 2.0T Premium Plus,Used,"$26,750 ",4.8,81,Dealer,RAVMOTORS,4.9,1083,3635 Minnesota 13 W Burnsville,MN,55337,Great,4.8,4.9,4.8,4.6,4.8,4.7,All-wheel Drive,24,34,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WAUENAF41JA124097,B206698S,22135
2018,Honda,HR-V LX,Used,"$17,997 ",4.7,205,Dealer,Import Auto Sales,4.2,100,730 Florida Ave S Golden Valley,MN,55426,Great,4.7,4.5,4.7,4.6,4.8,4.8,All-wheel Drive,27,31,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H38JM704033,I0224033,42436
2019,Honda,Civic Sport,Used,"$19,998 ",4.9,275,Dealer,Import Auto Sales,4.2,100,730 Florida Ave S Golden Valley,MN,55426,Great,4.8,4.8,4.9,4.8,4.9,4.9,Front-wheel Drive,29,38,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,SHHFK7G45KU202924,I222924RE,41343
2017,BMW,X5 xDrive35i,Used,"$38,777 ",4.7,77,Dealer,Morrie's West End Lincoln,3.3,15,6475 Wayzata Blvd Minneapolis,MN,55426,Good,4.8,4.7,4.7,4.4,4.8,4.7,All-wheel Drive,18,24,Gasoline,8-Speed Automatic,Straight 6 Cylinder Engine,5UXKR0C30H0V80784,LB11819,52932
2021,Tesla,Model Y Performance,Used,"$73,605 ",4,15,Dealer,Audi Minneapolis,4.8,1102,9393 Wayzata Blvd Minneapolis,MN,55426,Good,4.1,4.2,4.3,3.7,4.2,3.8,All-wheel Drive,115,106,Electric,1-Speed Automatic,Electric,5YJYGDEF6MF257741,AM2485,14480
2019,Jeep,Grand Cherokee Limited,Used,"$36,959 ",4.8,224,Dealer,Audi Minneapolis,4.8,1102,9393 Wayzata Blvd Minneapolis,MN,55426,Great,4.9,4.9,4.8,4.6,4.9,4.8,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG1KC737050,M7558A,15156
2021,Volkswagen,Atlas 3.6 V6 SEL Premium,Used,"$46,958 ",4.8,42,Dealer,Audi Minneapolis,4.8,1102,9393 Wayzata Blvd Minneapolis,MN,55426,Great,4.9,4.7,4.8,4.9,4.9,4.9,All-wheel Drive,16,22,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2TR2CA0MC553799,AM2498,18369
2019,Toyota,Camry LE,Toyota Certified,"$28,795 ",4.8,309,Dealer,Rudy Luther Toyota,4.8,3431,8805 Wayzata Blvd Minneapolis,MN,55426,Good,4.8,4.7,4.7,4.6,4.9,4.8,Front-wheel Drive,28,39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1B11HK5KU778707,221274A,12459
2019,BMW,X3 xDrive30i,Used,"$38,885 ",4.7,100,Dealer,Audi Minneapolis,4.8,1102,9393 Wayzata Blvd Minneapolis,MN,55426,Good,4.7,4.7,4.8,4.3,4.8,4.6,All-wheel Drive,22,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTR9C58KLD99208,M7577A,41459
2019,Mazda,CX-9 Touring,Used,"$32,499 ",5,52,Dealer,Walser Mazda,4.8,1250,14720 Buck Hill Rd Burnsville,MN,55306,Good,5,4.9,4.9,5,5,4.9,All-wheel Drive,20,26,Gasoline,Automatic,Intercooled Turbo Regular Unleaded I-4 2.5 L/152,JM3TCBCY3K0325317,12AQ542L,28220
2019,Honda,Civic Sport,Honda Certified,"$28,490 ",4.9,275,Dealer,Inver Grove Honda,4.9,2343,4625 S Robert Trail Inver Grove Heights,MN,55077,Good,4.8,4.8,4.9,4.8,4.9,4.9,Front-wheel Drive,29,37,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F86KH584625,P12736,11427
2019,Honda,Odyssey EX-L,Used,"$38,998 ",4.6,133,Dealer,Walser Honda,4.7,587,14800 Buck Hill Rd Burnsville,MN,55306,Good,4.8,4.6,4.5,4.3,4.7,4.5,Front-wheel Drive,19,28,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FNRL6H7XKB126051,8BF494L,29022
2020,Volkswagen,Jetta 1.4T S,Used,"$25,550 ",4.9,25,Dealer,Volkswagen of Inver Grove,4.9,751,1325 50th St E Inver Grove Heights,MN,55077,Good,4.9,4.9,4.9,5,4.9,4.9,Front-wheel Drive,30,40,Gasoline,8-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,3VWC57BU7LM103356,IG5130P,22072
2016,Mazda,CX-5 Grand Touring,Used,"$23,207 ",4.7,308,Dealer,Volkswagen of Inver Grove,4.9,751,1325 50th St E Inver Grove Heights,MN,55077,Good,4.6,4.6,4.7,4.7,4.8,4.7,All-wheel Drive,24,30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KE4DYXG0770399,IG3080PA,62935
2019,Toyota,RAV4 XLE,Toyota Certified,"$32,973 ",4.6,444,Dealer,Inver Grove Toyota,4.8,2155,1037 50th Street East Inver Grove Heights,MN,55077,Great,4.6,4.6,4.4,4.4,4.7,4.6,All-wheel Drive,25,33,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,2T3P1RFV4KW079206,A10661,14008
2021,Chevrolet,Trailblazer LS,Used,"$25,348 ",4.8,86,Dealer,Mauer Chevrolet,4.3,103,1055 Highway 110 Inver Grove Heights,MN,55077,Great,4.8,4.8,4.8,4.8,4.9,4.8,Front-wheel Drive,28,31,Gasoline,Automatic CVT,1.2L I3 12V GDI DOHC Turbo,KL79MMS25MB014517,PP22834A,19065
2016,Chevrolet,Silverado 1500 LT,Used,"$30,499 ",4.6,178,Dealer,Apple Ford Lincoln Apple Valley,4.7,1607,7200 150th St W Apple Valley,MN,55124,Great,4.7,4.6,4.6,4.3,4.8,4.5,Four-wheel Drive,17,22,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,1GCVKREC6GZ365909,85620A,64402
2017,Lexus,RX 350 350,Used,"$36,799 ",4.7,261,Dealer,Lexus of Wayzata,4.8,1868,16100 Wayzata Blvd Wayzata,MN,55391,Good,4.8,4.7,4.6,4.5,4.7,4.8,All-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.5L V6 24V GDI DOHC,2T2BZMCA9HC102727,L210857A,68291
2017,Lexus,GX 460 Base,Used,"$38,699 ",4.3,39,Dealer,Lexus of Wayzata,4.8,1868,16100 Wayzata Blvd Wayzata,MN,55391,Good,4.6,4.2,4.3,4.1,4.4,4.7,Four-wheel Drive,15,18,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJBM7FXXH5163423,L210938A,58617
2019,BMW,330 i xDrive,BMW Certified,"$38,480 ",4.9,30,Dealer,BMW of Minnetonka,4.8,1614,15802 Wayzata Blvd Minnetonka,MN,55391,Fair,4.9,4.9,5,4.6,4.9,4.9,All-wheel Drive,25,34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA5R7C53KAJ80502,P58050,49798
2020,Lincoln,Aviator Reserve AWD,Used,"$59,998 ",4,88,Dealer,Walser Nissan Wayzata,4.5,483,15906 Wayzata Blvd Wayzata,MN,55391,Great,4.4,4.4,4.1,3.5,4.5,3.5,All-wheel Drive,17,24,Gasoline,Automatic,Twin Turbo Premium Unleaded V-6 3.0 L/183,5LM5J7XC2LGL15785,14BX802P,10620
2017,BMW,X5 xDrive35i,Used,"$38,480 ",4.7,77,Dealer,BMW of Minnetonka,4.8,1614,15802 Wayzata Blvd Minnetonka,MN,55391,Good,4.8,4.7,4.7,4.4,4.8,4.7,All-wheel Drive,18,24,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXKR0C30H0V82910,B11679B,44624
2019,BMW,330 i xDrive,BMW Certified,"$40,980 ",4.9,30,Dealer,BMW of Minnetonka,4.8,1614,15802 Wayzata Blvd Minnetonka,MN,55391,Good,4.9,4.9,5,4.6,4.9,4.9,All-wheel Drive,25,34,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA5R7C56KAJ84205,B11579C,18997
2019,BMW,X3 xDrive30i,BMW Certified,"$39,980 ",4.7,100,Dealer,BMW of Minnetonka,4.8,1614,15802 Wayzata Blvd Minnetonka,MN,55391,Great,4.7,4.7,4.8,4.3,4.8,4.6,All-wheel Drive,22,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTR9C5XKLR10575,B11771A,38098
2019,BMW,X5 xDrive40i,BMW Certified,"$55,780 ",4.7,55,Dealer,BMW of Minnetonka,4.8,1614,15802 Wayzata Blvd Minnetonka,MN,55391,Fair,5,4.9,4.9,4.4,4.7,4.6,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C55KLL06446,B11706A,32458
2021,BMW,Z4 sDrive30i,Used,"$53,280 ",4.4,1,Dealer,BMW of Minnetonka,4.8,1614,15802 Wayzata Blvd Minnetonka,MN,55391,Good,4,5,5,4,4,4,Rear-wheel Drive,25,32,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBAHF3C0XMWX25507,SB57937,6418
2019,BMW,430 Gran Coupe i xDrive,BMW Certified,"$35,980 ",4.7,16,Dealer,BMW of Minnetonka,4.8,1614,15802 Wayzata Blvd Minnetonka,MN,55391,Good,4.7,4.7,4.9,4.4,4.9,4.6,All-wheel Drive,23,33,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA4J3C55KBL06297,B11488A,33410
2020,Ford,F-150 Lariat,Used,"$53,998 ",4.8,219,Dealer,Midway Ford,4.2,181,2777 Snelling Ave N Roseville,MN,55113,Good,4.9,4.8,4.8,4.7,4.8,4.8,Four-wheel Drive,18,23,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,1FTEW1EPXLFB44740,22TR153,22825
2016,Chevrolet,Silverado 1500 LT,Used,"$29,975 ",4.6,178,Dealer,RAVMOTORS of Crystal,4.7,192,5241 W Broadway Ave Minneapolis,MN,55429,Great,4.7,4.6,4.6,4.3,4.8,4.5,Four-wheel Drive,17,22,E85 Flex Fuel,6-Speed Automatic,4.3L V6 12V GDI OHV Flexible Fuel,1GCVKREH4GZ240161,C206691,40177
2020,Subaru,Ascent Touring 7-Passenger,Used,"$31,754 ",4.8,83,Dealer,RAVMOTORS of Crystal,4.7,192,5241 W Broadway Ave Minneapolis,MN,55429,Great,4.8,4.8,4.8,4.7,4.9,4.8,All-wheel Drive,20,26,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMARD3L3445339,C206657S,47226
2016,Audi,A3 1.8T Premium,Used,"$16,492 ",4.7,71,Dealer,RAVMOTORS of Crystal,4.7,192,5241 W Broadway Ave Minneapolis,MN,55429,Great,4.7,4.7,4.8,4.5,4.9,4.7,Front-wheel Drive,23,33,Gasoline,6-Speed Automatic with Auto-Shift,1.8L I4 16V GDI DOHC Turbo,WAUA7GFF8G1067399,C202129S,59859
2019,Mazda,CX-5 Touring,Used,"$27,999 ",4.8,230,Dealer,Luther Brookdale Mazda,4.7,2528,4435 68th Ave N suite A Brooklyn Center,MN,55429,Great,4.8,4.8,4.8,4.8,4.9,4.8,All-wheel Drive,24,30,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFBCM3K0630882,P11531,34764
2016,Chevrolet,Silverado 1500 LT,Used,"$28,495 ",4.6,178,Dealer,Luther Brookdale Honda,4.6,6146,6800 Brooklyn Blvd Minneapolis,MN,55429,Great,4.7,4.6,4.6,4.3,4.8,4.5,Four-wheel Drive,17,22,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,1GCVKREC4GZ136824,220982A,78942
2019,Honda,Passport EX-L,Honda Certified,"$35,995 ",4.7,102,Dealer,Luther Brookdale Honda,4.6,6146,6800 Brooklyn Blvd Minneapolis,MN,55429,Good,4.8,4.7,4.7,4.6,4.7,4.8,All-wheel Drive,19,24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H55KB012763,R220493A,36119
2019,Toyota,RAV4 LE,Used,"$32,495 ",4.6,444,Dealer,Luther Brookdale Honda,4.6,6146,6800 Brooklyn Blvd Minneapolis,MN,55429,Great,4.6,4.6,4.4,4.4,4.7,4.6,All-wheel Drive,25,33,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,2T3F1RFV9KW079245,221231A,14847
2019,Honda,CR-V EX-L,Used,"$28,499 ",4.8,540,Dealer,Lexus of Maplewood,4.7,996,3000 US-61 Maplewood,MN,55109,Good,4.8,4.8,4.7,4.7,4.8,4.8,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H80KE008250,PJR18137A,47033
2019,Mazda,CX-9 Touring,Used,"$31,995 ",5,52,Dealer,Morrie's Brooklyn Park Subaru,4.7,849,7885 Brooklyn Blvd Minneapolis,MN,55445,Good,5,4.9,4.9,5,5,4.9,All-wheel Drive,20,26,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,JM3TCBCY0K0317417,6U14421,27261
2019,BMW,X5 xDrive40i,Used,"$56,699 ",4.7,55,Dealer,Morrie's Brooklyn Park Subaru,4.7,849,7885 Brooklyn Blvd Minneapolis,MN,55445,Good,5,4.9,4.9,4.4,4.7,4.6,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCR6C53KLK84026,6U14488,13445
2020,Lincoln,Aviator Reserve AWD,Used,"$54,495 ",4,88,Dealer,Friendly Chevrolet of Fridley,4.7,1035,7501 NE Highway 65 Fridley,MN,55432,Great,4.4,4.4,4.1,3.5,4.5,3.5,All-wheel Drive,17,24,Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,5LM5J7XC0LGL22623,14757PA,24226
2021,Alfa,Romeo Stelvio Ti Sport,Used,"$46,632 ",4.8,8,Dealer,Jeff Belzer's Lakeville,4.8,6601,21111 Cedar Ave Lakeville,MN,55044,Good,4.6,4.9,5,4.8,4.9,5,All-wheel Drive,22,28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo,ZASPAKBN6M7D02624,12152A,18910
2017,Cadillac,XT5 Luxury,Used,"$25,500 ",4.6,198,Dealer,"American Motors, Inc",5,2,20485 Chippendale Ave W Suite 1 Farmington,MN,55024,Great,4.7,4.7,4.6,4.4,4.8,4.6,All-wheel Drive,18,26,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNDRS7HZ256756,61936333,55775
2019,Honda,Odyssey EX-L,Used,"$40,427 ",4.6,133,Dealer,Buerkle Hyundai,4.8,1072,3360 Highway 61 N Saint Paul,MN,55110,Good,4.8,4.6,4.5,4.3,4.7,4.5,Front-wheel Drive,19,28,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H7XKB087087,P291876,31155
2016,Ford,Explorer Limited,Used,"$28,764 ",4.5,220,Dealer,Lupient KIA Nissan,4.9,2725,7911 Lakeland Ave N Minneapolis,MN,55445,Great,4.7,4.5,4.6,4.3,4.7,4.4,Four-wheel Drive,16,23,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,1FM5K8F86GGC94397,LN22020A,36020
2019,Honda,CR-V Touring,Honda Certified,"$35,386 ",4.8,540,Dealer,Buerkle Hyundai,4.8,1072,3360 Highway 61 N Saint Paul,MN,55110,Good,4.8,4.8,4.7,4.7,4.8,4.8,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW2H92KL018970,252842A,13136
2021,Subaru,Outback Limited,Used,"$35,995 ",4.8,81,Dealer,Luther Subaru of White Bear,4.7,5770,3505 Highway 61 Vadnais Heights,MN,55110,Good,4.9,4.8,4.7,4.7,4.8,4.8,All-wheel Drive,26,33,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,4S4BTAMC4M3125108,R21514,14502
2017,Toyota,RAV4 Limited,Used,"$28,995 ",4.8,591,Dealer,Luther Subaru of White Bear,4.7,5770,3505 Highway 61 Vadnais Heights,MN,55110,Great,4.8,4.7,4.7,4.7,4.8,4.9,All-wheel Drive,22,29,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,JTMDFREV6HJ167123,W21508,46254
2019,Honda,Passport EX-L,Used,"$37,499 ",4.7,102,Dealer,Buerkle Hyundai,4.8,1072,3360 Highway 61 N Saint Paul,MN,55110,Good,4.8,4.7,4.7,4.6,4.7,4.8,All-wheel Drive,19,24,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H54KB027254,L252968,23687
2018,Ford,Escape SE,Used,"$22,370 ",4.7,579,Dealer,AutoNation Ford White Bear Lake,4.4,1318,1493 Co Rd E East White Bear Lake,MN,55110,Good,4.8,4.7,4.7,4.6,4.8,4.7,Four-wheel Drive,22,28,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,1FMCU9GD0JUA50062,JUA50062,54273
2019,Honda,CR-V Touring,Used,"$34,499 ",4.8,540,Dealer,Buerkle Hyundai,4.8,1072,3360 Highway 61 N Saint Paul,MN,55110,Good,4.8,4.8,4.7,4.7,4.8,4.8,All-wheel Drive,27,33,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H98KH642640,252888A,12200
2019,Mazda,CX-9 Touring,Used,"$35,899 ",5,52,Dealer,Walser Polar Mazda,4.8,723,4095 Hwy 61 N White Bear Lake,MN,55110,Good,5,4.9,4.9,5,5,4.9,All-wheel Drive,20,26,Gasoline,Automatic,Intercooled Turbo Regular Unleaded I-4 2.5 L/152,JM3TCBCYXK0336105,23AH628L,17889
2021,Subaru,Legacy Premium,Used,"$24,900 ",5,10,Dealer,Metro Auto Sales,4.7,20,9241 Baltimore St. NE Blaine,MN,55449,Great,5,5,5,4.9,5,5,All-wheel Drive,27,35,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,4S3BWAF67M3013566,62047742,17834
2019,Jeep,Compass Trailhawk,Jeep Certified,"$28,498 ",4.5,163,Dealer,Coon Rapids Chrysler Dodge Jeep RAM,4.8,1410,10541 Woodcrest Dr NW Minneapolis,MN,55433,Great,4.6,4.7,4.2,4.3,4.8,4.4,Four-wheel Drive,22,30,Gasoline,9-Speed Automatic,2.4L I4 16V MPFI SOHC,3C4NJDDB8KT668222,WR17698A,25402
2020,Jeep,Grand Cherokee Limited,Used,"$42,446 ",4.8,150,Dealer,Stillwater Motors,4.7,266,5900 Stillwater Blvd N Stillwater,MN,55082,Great,4.9,4.8,4.8,4.7,4.9,4.8,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG9LC104992,14662P,24344
2021,Toyota,RAV4 LE,Used,"$32,685 ",4.8,102,Dealer,Carlson Toyota,4.6,566,12880 Riverdale Dr NW Coon Rapids,MN,55448,Great,4.8,4.8,4.8,4.7,4.9,4.9,All-wheel Drive,27,34,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,2T3F1RFV2MW185278,P9759,18401
2021,Tesla,Model Y Performance,Used,"$76,989 ",4,15,Dealer,Stillwater Motors,4.7,266,5900 Stillwater Blvd N Stillwater,MN,55082,Great,4.1,4.2,4.3,3.7,4.2,3.8,All-wheel Drive,115,106,Electric,1-Speed Automatic,Electric,5YJYGDEF3MF230674,14676P,11397
2020,Jeep,Grand Cherokee Limited,Used,"$40,246 ",4.8,150,Dealer,Fury Motors Stillwater,4.8,383,12969 60th St N Stillwater,MN,55082,Great,4.9,4.8,4.8,4.7,4.9,4.8,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG2LC231535,Z72592,20363
2020,Chevrolet,Traverse LT Cloth,Used,"$41,979 ",4.9,112,Dealer,"Matt Saxe Chevrolet Buick, Inc",4.8,83,909 E Enterprise Dr PO BOX 68 Belle Plaine,MN,56011,Good,4.8,4.9,4.9,4.7,4.9,4.8,All-wheel Drive,17,25,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GNEVGKW8LJ275235,P3331,13375
2018,GMC,Sierra 2500 Denali,Used,"$63,997 ",4.9,37,Dealer,Morrie's Forest Lake Chevrolet,4.7,1223,533 19th Street Southwest Forest Lake,MN,55025,Great,4.9,4.9,5,4.8,4.9,4.8,Four-wheel Drive,0,0,Diesel,Allison 1000 6-Speed Automatic,8 Cylinder Engine,1GT12UEY3JF144385,RZ70015,38420
2019,GMC,Acadia Denali,Used,"$38,997 ",4.8,131,Dealer,Morrie's Forest Lake Chevrolet,4.7,1223,533 19th Street Southwest Forest Lake,MN,55025,Good,4.8,4.7,4.8,4.7,4.8,4.9,All-wheel Drive,17,25,Gasoline,6-Speed Automatic,V6 Cylinder Engine,1GKKNXLS6KZ161651,LP7337R,49512
2018,Ford,Escape SE,Used,"$22,899 ",4.7,579,Dealer,Cornerstone Ford Chrysler,4.7,479,17219 US-10 Elk River,MN,55330,Good,4.8,4.7,4.7,4.6,4.8,4.7,Four-wheel Drive,22,28,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,1FMCU9GD8JUB91526,C22151C,58978
2017,Cadillac,XT5 Luxury,Used,"$24,497 ",4.6,198,Dealer,Morrie's Forest Lake Chevrolet,4.7,1223,533 19th Street Southwest Forest Lake,MN,55025,Great,4.7,4.7,4.6,4.4,4.8,4.6,Front-wheel Drive,19,27,Gasoline,8-Speed Automatic,V6 Cylinder Engine,1GYKNBRS8HZ228954,LP7114S,85658
